Keyword,Category,imp_level1_category_1d,pv_level1_category_1d,order_level1_category_1d
axioo pongo 725,Komputer & Aksesoris,Computers & Accessories,Computers & Accessories,Computers & Accessories
vivo y17s keluaran tahun berapa,Handphone & Aksesoris,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
infinix zero 30 5g harga,Handphone & Aksesoris,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
mini bar dapur,Perlengkapan Rumah,Home & Living,Home & Living,
harga timah,Perlengkapan Rumah,Sports & Outdoor,,
doa mandi bersih,Non-Ecommerce Related,,Others,
bacaan tahiyat awal dan akhir,Buku & Alat Tulis,,,
baju muslim couple,Fashion Muslim,Muslim Fashion,Muslim Fashion,Muslim Fashion
harga asus rog phone 8,Handphone & Aksesoris,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
hp samsung terbaru 2024 harga 2 jutaan,Handphone & Aksesoris,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
kaos couple pasangan,Others,Women Clothes,Women Clothes,Women Clothes
infinix x6525,Olahraga & Outdoor,Mobile & Gadgets,Mobile & Gadgets,Computers & Accessories
xxxx com,Others,,Mobile & Accessories,
xxxxlove,Others,Muslim Fashion,Muslim Fashion,Muslim Fashion
pemain pengabdi setan 2,Others,Men Clothes,Hobbies & Collections,Hobbies & Collections
juara indonesian idol 2021,Others,,,
srikandi88,Non-Ecommerce Related,Home & Living,Home & Living,Home & Living
gigi megalodon,Others,Hobby & Collection,Hobby & Collection,
tiktok seller centre,Non-Ecommerce Related,"Tickets, Vouchers & Services","Tickets, Vouchers & Services","Tickets, Vouchers & Services"
harga set top box polytron,Others,Electronics,Electronics,
harga susu ibu hamil,Non-Ecommerce Related,Mom & Baby,,
harga rumput sintetis per roll,Digital Product,Home & Living,,
mi tv stick,Others,Electronics,Electronics,Electronics
surah ar rum ayat 21,Others,Home & Living,Hobbies & Collections,Home & Living
water,Others,Beauty & Care,Beauty & Care,
box speaker 18 inch bass jauh,Others,Audio,Audio,Audio
seller,Others,Beauty & Care,Home & Living,
spanduk,Souvenir & Pesta,Souvenir & Party Supplies,Souvenir & Party Supplies,Souvenir & Party Supplies
koper,Tas Wanita,Women Bags,Women Bags,Women Bags
harga redmi note 7,Handphone & Aksesoris,Mobile & Accessories,,
kebaya modern,Pakaian Wanita,Women Clothes,Women Clothes,Women Clothes
lock and lock,Perlengkapan Rumah,Home & Living,Home & Living,
lemari plastik,Perlengkapan Rumah,Home & Living,Home & Living,Home & Living
ps4 pro,Elektronik,Electronics,Electronics,Electronics
goo,Ibu & Bayi,Mom & Baby,Hobby & Collection,
jual acp surabaya,Non-Ecommerce Related,,,
lagu perjuangan,Non-Ecommerce Related,Stationery & Books,,
samsung galaxy m10,Handphone & Aksesoris,Mobile & Accessories,Mobile & Accessories,
solar panel,Perlengkapan Rumah,Electronics,Electronics,Electronics
supplier aluminium composite panel,Others,,,
jasa pemasangan waterproofing membrane bakar,Others,,,
hcl,Others,Home & Living,Home & Living,Home & Living
checkin lion,Others,,,
wisata bogor,Others,Stationery & Books,,
susu kental manis,Makanan & Minuman,Food & Beverages,Food & Beverages,
sun arloji,Jam Tangan,Watches,,
kalender 2019,Buku & Alat Tulis,Stationery & Books,Hobby & Collection,
avast cleanup premium key,Komputer & Aksesoris,,Computer & Accessories,
popcorn,Makanan & Minuman,Food & Beverages,Food & Beverages,Food & Beverages
hp spectre x360,Handphone & Aksesoris,Computer & Accessories,Computer & Accessories,
merk ac terbaik,Elektronik,Electronics,,
samsung s10 plus,Handphone & Aksesoris,Mobile & Accessories,Mobile & Accessories,Mobile & Accessories
mari sehat alami,Non-Ecommerce Related,,,
innisfree,Perawatan & Kecantikan,Beauty & Care,Beauty & Care,Beauty & Care
laptop asus,Komputer & Aksesoris,Computer & Accessories,Computer & Accessories,Computer & Accessories
hp kamera terbaik,Handphone & Aksesoris,Mobile & Accessories,Mobile & Accessories,
manfaat buah mangga,Makanan & Minuman,Home & Living,Home & Living,Home & Living
nitro pdf full,Komputer & Aksesoris,Computer & Accessories,Computer & Accessories,
indofilm,Non-Ecommerce Related,Cameras & Drones,Cameras & Drones,Cameras & Drones
hampers,Souvenir & Pesta,Souvenir & Party Supplies,Souvenir & Party Supplies,Souvenir & Party Supplies
lidah mertua,Perlengkapan Rumah,Home & Living,Home & Living,Home & Living
snack,Makanan & Minuman,Food & Beverages,Food & Beverages,Food & Beverages
led strip,Elektronik,Electronics,Electronics,Electronics
office 2016 product key,Komputer & Aksesoris,Men Clothes,,
harga iphone 8 plus di ibox,Handphone & Aksesoris,,Mobile & Accessories,
opl,Komputer & Aksesoris,Stationery & Books,Computer & Accessories,
makanan khas sunda,Makanan & Minuman,Food & Beverages,Food & Beverages,
topedia,Others,Stationery & Books,,
mp3converter,Elektronik,,,
"-7.******, 112.***",Others,,,
xiaomi redmi note 8,Handphone & Aksesoris,Mobile & Accessories,Mobile & Accessories,Mobile & Accessories
ikan cupang hias,Hobi & Koleksi,Hobby & Collection,Hobby & Collection,Hobby & Collection
coocaa tv,Elektronik,Electronics,Electronics,
kz zsn,Handphone & Aksesoris,Mobile & Accessories,Mobile & Accessories,Mobile & Accessories
avs video editor full,Komputer & Aksesoris,Computers & Accessories,Computers & Accessories,Computers & Accessories
oven listrik,Elektronik,Electronics,Electronics,Electronics
pagar brc,Perlengkapan Rumah,Home & Living,Home & Living,
lenovo yoga 720,Komputer & Aksesoris,Computer & Accessories,Computer & Accessories,
penggaris,Buku & Alat Tulis,Stationery & Books,Stationery & Books,Stationery & Books
imogen,Perawatan & Kecantikan,Health,Health,Health
close-up,Perawatan & Kecantikan,Health,,
harga oppo a52,Handphone & Aksesoris,Mobile & Accessories,Mobile & Accessories,
baca alquran,Buku & Alat Tulis,Stationery & Books,,
autocad 2010 64 bit,Komputer & Aksesoris,Computer & Accessories,,
cuphead,Elektronik,Mom & Baby,Hobby & Collection,
pokemon sword and shield,Elektronik,Hobby & Collection,Electronics,
kalibr,Others,Mobile & Accessories,,
pokedex,Hobi & Koleksi,Electronics,Mom & Baby,
tahu bakso bu pudji,Makanan & Minuman,Food & Beverages,Food & Beverages,
harga dinar,Aksesoris Fashion,Fashion Accessories,,
macbook air 2019,Komputer & Aksesoris,Computer & Accessories,Computer & Accessories,
karangan bunga,Souvenir & Pesta,Home & Living,Souvenir & Party Supplies,
mainan anak-anak,Ibu & Bayi,Mom & Baby,Mom & Baby,
cooling pad,Komputer & Aksesoris,Computer & Accessories,Computer & Accessories,Computer & Accessories
discord bots,Komputer & Aksesoris,"Tickets, Vouchers & Services","Tickets, Vouchers & Services","Tickets, Vouchers & Services"
cytotec,Others,Health,Health,
bonsai beringin,Perlengkapan Rumah,Home & Living,Home & Living,
dispenser miyako,Elektronik,Electronics,Electronics,Electronics
grave of the fireflies sub indo,Hobi & Koleksi,Books & Magazines,Hobbies & Collections,Hobbies & Collections
lampu taman,Perlengkapan Rumah,Electronics,Electronics,Electronics
harga minyak goreng,Makanan & Minuman,Food & Beverages,Food & Beverages,
barang unik china,Perlengkapan Rumah,Home & Living,Home & Living,
ellips,Perawatan & Kecantikan,Beauty & Care,Beauty & Care,Beauty & Care
termos air panas,Perlengkapan Rumah,Home & Living,Home & Living,Home & Living
komik adult,Others,Stationery & Books,Stationery & Books,
speaker bluetooth jbl,Elektronik,Mobile & Accessories,Mobile & Accessories,Mobile & Accessories
huawei p30 lite,Handphone & Aksesoris,Mobile & Accessories,Mobile & Accessories,
sangjit,Souvenir & Pesta,Souvenir & Party Supplies,Souvenir & Party Supplies,Electronics
cyka blyat,Others,Men Clothes,Men Clothes,
makanan khas ntb,Makanan & Minuman,Food & Beverages,,
scanner,Komputer & Aksesoris,Computer & Accessories,Computer & Accessories,Computer & Accessories
pb id,Others,Vouchers,,
harga redmi 5a,Handphone & Aksesoris,Mobile & Accessories,Mobile & Accessories,
blitz,Non-Ecommerce Related,Hobby & Collection,Hobby & Collection,Hobby & Collection
harga lcd samsung j5,Handphone & Aksesoris,Mobile & Accessories,Mobile & Accessories,
harga oppo a31,Handphone & Aksesoris,Mobile & Accessories,Mobile & Accessories,
pomegranate,Others,Beauty & Care,Beauty & Care,
makanan kekinian,Makanan & Minuman,Food & Beverages,Food & Beverages,
byoote,Kesehatan,Health,Health,Health
daur hidup nyamuk,Others,Home & Living,,
pulsa online,Digital Product,Vouchers,Vouchers,
meguri,Perawatan & Kecantikan,Muslim Fashion,Muslim Fashion,
kiuna,Pakaian Wanita,Muslim Fashion,,
air ro,Others,Home & Living,Home & Living,
batu andesit,Perlengkapan Rumah,Home & Living,Home & Living,
redmi 9,Handphone & Aksesoris,Mobile & Accessories,Mobile & Accessories,Mobile & Accessories
harga kucing anggora,Hobi & Koleksi,Hobby & Collection,Hobby & Collection,
dulatip,Non-Ecommerce Related,Stationery & Books,,
download photoshop cc 2019,Komputer & Aksesoris,,,
panjang tongkat yang digunakan untuk lari estafet adalah,Others,,,
advan g5 pro,Handphone & Aksesoris,Mobile & Accessories,Mobile & Accessories,
buku yasin,Buku & Alat Tulis,Stationery & Books,Stationery & Books,Stationery & Books
polyurethane,Perlengkapan Rumah,Home & Living,Others,
when the weather is fine,Hobi & Koleksi,Stationery & Books,Stationery & Books,
top tv,Elektronik,Electronics,Computer & Accessories,
surat al maun,Others,Stationery & Books,,
dolomit,Perlengkapan Rumah,Home & Living,Home & Living,Home & Living
massage hot pads 2017 full,Others,,,
keladi merah,Perlengkapan Rumah,Home & Living,Home & Living,Home & Living
zenitsu,Hobi & Koleksi,Hobby & Collection,Men Clothes,
prediksi sidney,Others,Stationery & Books,,
teknik sepak bola,Olahraga & Outdoor,Sports & Outdoor,Souvenir & Party Supplies,
kendi,Perlengkapan Rumah,Stationery & Books,Home & Living,
pelembab wajah pria,Perawatan & Kecantikan,Beauty & Care,Beauty & Care,Beauty & Care
film ernest prakasa,Hobi & Koleksi,Cameras & Drones,Books & Magazines,Books & Magazines
nico filter,Perlengkapan Rumah,Home & Living,Home & Living,
sumber energi alternatif,Others,Stationery & Books,Stationery & Books,
mimpi hamil artinya,Others,,,
tanaman kuping gajah,Perlengkapan Rumah,Home & Living,Home & Living,
serat kayu,Perlengkapan Rumah,Home & Living,Home & Living,
gambar ikan,Hobi & Koleksi,Men Clothes,Hobby & Collection,
mustard,Makanan & Minuman,Food & Beverages,Food & Beverages,Food & Beverages
drama korea tentang sekolah,Hobi & Koleksi,Women Clothes,Hobby & Collection,
laptop asus 3 jutaan,Komputer & Aksesoris,Computer & Accessories,Computer & Accessories,
msi b360m mortar,Komputer & Aksesoris,Computer & Accessories,Computer & Accessories,
lirik lagu dynamite,Others,,,
sabun mandi untuk kulit kering,Perawatan & Kecantikan,Beauty & Care,,
jual kardus packing,Perlengkapan Rumah,Home & Living,Others,
tortilla,Makanan & Minuman,Food & Beverages,Food & Beverages,Food & Beverages
samsung a20 spesifikasi,Handphone & Aksesoris,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
axis y,Perawatan & Kecantikan,Beauty & Care,Beauty & Care,Beauty & Care
film bokeb,Others,,Hobby & Collection,
watch jav,Others,,,
oppo a 15,Handphone & Aksesoris,Mobile & Accessories,Mobile & Accessories,
harga xiaomi mi 10t pro,Handphone & Aksesoris,Mobile & Accessories,,
background buku,Fotografi,Photography,Photography,
harga lampu led strip,Elektronik,Electronics,Electronics,
casio,Jam Tangan,Watches,Watches,Watches
waktu shalat,Others,Stationery & Books,Men Clothes,
xiaomi terbaru,Handphone & Aksesoris,Mobile & Accessories,Mobile & Accessories,
rekomendasi drama korea,Hobi & Koleksi,Stationery,Fashion Accessories,Fashion Accessories
xxnx,Others,Men Clothes,,
obat jamur kucing,Hobi & Koleksi,Hobby & Collection,Hobby & Collection,Hobby & Collection
harga kucing,Hobi & Koleksi,Hobby & Collection,Hobby & Collection,
harga perak per gram,Aksesoris Fashion,Hobby & Collection,,
scarlett serum,Perawatan & Kecantikan,Beauty & Care,Beauty & Care,Beauty & Care
yogapro,Serba Serbi,Sports & Outdoor,,
toko wallpaper terdekat,Perlengkapan Rumah,Home & Living,Home & Living,
tiktok login,Non-Ecommerce Related,Others,,
for adults,Others,,Stationery & Books,
sweater oversized,Pakaian Wanita,Women Clothes,Women Clothes,Women Clothes
odading mang oleh,Makanan & Minuman,Food & Beverages,Food & Beverages,
keladi wayang,Perlengkapan Rumah,Home & Living,Home & Living,Home & Living
poco x4,Handphone & Aksesoris,Mobile & Accessories,Mobile & Accessories,
save tiktok,Others,Men Clothes,Men Clothes,
blender miyako,Elektronik,Electronics,Electronics,Electronics
caliburn g,Elektronik,Electronics,Electronics,Electronics
masker duckbill hitam,Kesehatan,Health,Health,Health
mi 11,Handphone & Aksesoris,Mobile & Accessories,Mobile & Accessories,
vivo v2026,Handphone & Aksesoris,Mobile & Accessories,,
rumah kucing,Hobi & Koleksi,Hobby & Collection,Hobby & Collection,Hobby & Collection
alat bantu pria harga murah,Others,Others,Others,
milo,Makanan & Minuman,Food & Beverages,Food & Beverages,Food & Beverages
baju ff,Pakaian Pria,Men Clothes,Men Clothes,Men Clothes
loveles,Kesehatan,Health,Health,Health
sparepart hp,Handphone & Aksesoris,Mobile & Accessories,Mobile & Accessories,
background zoom,Komputer & Aksesoris,Photography,Photography,
gambar barbie,Hobi & Koleksi,Mom & Baby,,
doraemon wallpaper,Perlengkapan Rumah,Home & Living,,
toner wardah,Perawatan & Kecantikan,Beauty & Care,Beauty & Care,Beauty & Care
samsung j5 2016,Handphone & Aksesoris,Mobile & Accessories,Mobile & Accessories,Mobile & Accessories
harga eyevit,Kesehatan,Health,Health,
redmi note 10 harga,Handphone & Aksesoris,Mobile & Accessories,Mobile & Accessories,
mounts,Handphone & Aksesoris,Photography,Mobile & Accessories,
harga kompor gas 2 tungku,Perlengkapan Rumah,Home & Living,Home & Living,
creator studio,Non-Ecommerce Related,Photography,,
harga lcd oppo a3s,Handphone & Aksesoris,Mobile & Accessories,Mobile & Accessories,
build bike,Olahraga & Outdoor,Sports & Outdoor,,
curling hair,Perawatan & Kecantikan,Beauty & Care,Beauty & Care,
rgotogel,Others,,,
yp,Others,Hobby & Collection,Women Clothes,
dewa togel,Others,,Home & Living,
xiaomi mi 10t,Handphone & Aksesoris,Mobile & Accessories,Mobile & Accessories,Mobile & Accessories
hp gaming 1 jutaan,Handphone & Aksesoris,,Mobile & Accessories,
surah al humazah,Others,Stationery & Books,,
pembesar alat vital pria permanen terbaik,Kesehatan,Health,Health,Health
hi low,Otomotif,Automotive,Food & Beverages,
disneyhotstar,Elektronik,,Vouchers,
anglonema,Perlengkapan Rumah,Home & Living,Home & Living,
sandek,Sepatu Wanita,Women Clothes,,
apotik terdekat,Kesehatan,Health,,
harga redmi 9 c,Handphone & Aksesoris,Mobile & Accessories,,
aksesoris pengantin,Aksesoris Fashion,Fashion Accessories,Fashion Accessories,Fashion Accessories
harga samsung s20,Handphone & Aksesoris,Mobile & Accessories,Mobile & Accessories,
hp poco,Handphone & Aksesoris,Mobile & Accessories,Mobile & Accessories,
harga realme c17,Handphone & Aksesoris,Mobile & Accessories,Mobile & Accessories,
promo minyak goreng,Makanan & Minuman,Food & Beverages,Food & Beverages,
batavia 1co,Others,,,
batavia-1co,Others,,,
surah al alaq,Others,Stationery & Books,,
warna mustrad,Fashion Muslim,Women Clothes,,
komikkindo,Buku & Alat Tulis,Books & Magazines,Books & Magazines,Books & Magazines
ikan channa,Hobi & Koleksi,Hobby & Collection,Hobby & Collection,Food & Beverages
angkasabola,Others,,,
olive terdekat,Makanan & Minuman,Beauty,Beauty,Beauty
asus rog phone 1,Handphone & Aksesoris,Mobile & Accessories,Mobile & Accessories,
surat al-mulk,Others,Stationery & Books,Stationery & Books,
slot hacker,Others,Men Clothes,Home & Living,Home & Living
harga testpack,Kesehatan,Health,Health,
harga dispenser miyako,Elektronik,Electronics,Electronics,
bacalah,Buku & Alat Tulis,Stationery & Books,Stationery & Books,Stationery & Books
spek redmi9,Handphone & Aksesoris,,,
mitra higgs domino,Voucher,Vouchers,Others,
serum scarlett whitening,Perawatan & Kecantikan,Beauty & Care,Beauty & Care,Beauty & Care
flatshoes,Sepatu Wanita,Women Shoes,Women Shoes,Women Shoes
tas selempang wanita kekinian 2021,Tas Wanita,Women Bags,,
warna rambut,Perawatan & Kecantikan,Beauty & Care,Beauty & Care,Beauty & Care
jungwon,Hobi & Koleksi,Hobby & Collection,Hobby & Collection,Hobby & Collection
jaya hk,Others,Beauty,Beauty,Beauty
antena sectoral,Elektronik,Computer & Accessories,Computer & Accessories,
panama 24,Fashion Bayi & Anak,,,
cph 2185,Handphone & Aksesoris,,Mobile & Accessories,
merk cat rambut yang bagus,Perawatan & Kecantikan,,Beauty,
hp inpinix,Handphone & Aksesoris,,Mobile & Accessories,
sekai komik,Buku & Alat Tulis,,Stationery & Books,
harga iphone 13,Handphone & Aksesoris,Mobile & Accessories,,
mainan ank perempuan,Ibu & Bayi,Mom & Baby,Mom & Baby,
ac 1 2 pk,Elektronik,Electronics,Electronics,
moddrroid,Non-Ecommerce Related,,,
harga vivo y12 s,Handphone & Aksesoris,Mobile & Accessories,Mobile & Accessories,
toko pertanian,Perlengkapan Rumah,Home & Living,Home & Living,
buku tafsir mimpi 4d terlengkap,Others,Books & Magazines,Books & Magazines,Books & Magazines
hexhom,Elektronik,Others,Electronics,
takemichi,Hobi & Koleksi,Men Clothes,Men Clothes,
at my worst,Non-Ecommerce Related,,Women Clothes,
darco malfoy,Hobi & Koleksi,Hobby & Collection,,
cardigan rajut oversize,Pakaian Wanita,Women Clothes,Women Clothes,Women Clothes
crot,Others,Automotive,Health,
baju kapelan keluarga,Pakaian Wanita,Women Clothes,Women Clothes,
multivitamin dewasa,Others,Health,Health,Health
bor maktek,Others,Home & Living,Home & Living,Home & Living
lem kaca aquarium,Perlengkapan Rumah,Home & Living,Home & Living,Home & Living
s23,Others,Automotive,,
jasa pengecatan tekstur,Others,,,
jajanan pasar terdekat,Makanan & Minuman,Food & Beverages,,
story ig,Non-Ecommerce Related,Others,,
jual sayuran terdekat,Others,,Home & Living,
rta zeus,Others,Electronics,Electronics,
doa ketika hujan turun,Non-Ecommerce Related,Men Clothes,Men Clothes,Men Clothes
hokiraja,Others,Books & Magazines,Muslim Fashion,Muslim Fashion
chord lemah teles,Others,,,
abcd,Hobi & Koleksi,Hobby & Collection,Mom & Baby,
chord gitar st12 jangan pernah berubah,Others,,,
klx,Otomotif,Automotive,Automotive,Automotive
bahan ceruty babydoll,Pakaian Wanita,Muslim Fashion,,
unipin pubg,Digital Product,Gaming & Consoles,Men Clothes,Men Clothes
siger sunda,Aksesoris Fashion,Fashion Accessories,Fashion Accessories,Fashion Accessories
french crop pendek,Non-Ecommerce Related,Women Clothes,Women Clothes,Women Clothes
obat sariawan yang ampuh,Kesehatan,Health,,
