Keyword,en_Keyword,Category,imp_level1_category_1d,pv_level1_category_1d,order_level1_category_1d
ensure life,ensure life,Health & Wellness,Health & Wellness,Health & Wellness,Health & Wellness
neuflo uses,neuflo uses,Health & Wellness,,,
g pro wireless,g pro wireless,Computers & Peripherals,Computers & Peripherals,Computers & Peripherals,
tube cup,tube cup,Home & Living,,Home & Living,
meguri,meguri,Food & Beverages,Women's Apparel,Beauty & Personal Care,
bladeless fan singapore,bladeless fan singapore,Home Appliances,Home Appliances,Mobile & Gadgets,
iris healthcare mask,iris healthcare mask,Health & Wellness,Health & Wellness,Health & Wellness,Health & Wellness
home office desk singapore,home office desk singapore,Home & Living,,,
mylatex mattress singapore,mylatex mattress singapore,Home & Living,,,
pixel 4a 5g singapore,pixel 4a 5g singapore,Mobile & Gadgets,,,
moka pot singapore,moka pot singapore,Home & Living,Home & Living,,
monkey shoulder,monkey shoulder,Food & Beverages,Food & Beverages,Food & Beverages,Food & Beverages
iphone 12 pro max price,iphone 12 pro max price,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,
gunpla singapore,gunpla singapore,Hobbies & Books,Hobbies & Books,,
plastic chair,plastic chair,Home & Living,Home & Living,Home & Living,Home & Living
blue light glasses singapore,blue light glasses singapore,Jewellery & Accessories,Jewellery & Accessories,,
led string lights,led string lights,Home & Living,Home & Living,Home & Living,
web camera,web camera,Computers & Peripherals,Computers & Peripherals,Computers & Peripherals,
foldable trolley,foldable trolley,Home & Living,Home & Living,Home & Living,Home & Living
sunday bedding,sunday bedding,Home & Living,Home & Living,Home & Living,
asus rog zephyrus g14,asus rog zephyrus g14,Computers & Peripherals,Computers & Peripherals,Computers & Peripherals,
yale digital lock singapore,yale digital lock singapore,Home & Living,,,
ikea sg online,ikea sg online,Home & Living,,,
hair crimper,hair crimper,Home Appliances,Beauty & Personal Care,Beauty & Personal Care,
baby breath,baby breath,Home & Living,Home & Living,Home & Living,
g shock sg,g shock sg,Watches,Watches,,
hand bag singapore,hand bag singapore,Women's Bags,Women's Bags,Women's Bags,
shopping trolley cart,shopping trolley cart,Home & Living,Home & Living,Home & Living,
foot massager,foot massager,Health & Wellness,Health & Wellness,Health & Wellness,Health & Wellness
tanyu,tanyu,Home & Living,Home & Living,,
l spa,l spa,Sports & Outdoors,Health & Wellness,,
redmi 9,redmi 9,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
basketball shoes singapore,basketball shoes singapore,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors,
lenovo legion 5,lenovo legion 5,Computers & Peripherals,Computers & Peripherals,Computers & Peripherals,
eazea,eazea,Home & Living,Home & Living,Jewellery & Accessories,
febreze spray,febreze spray,Home & Living,Home & Living,Home & Living,
wh1000xm4,wh1000xm4,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,
water taps,water taps,Home & Living,Home & Living,,
double wall glasses,double wall glasses,Home & Living,Home & Living,Home & Living,
poly mailers,poly mailers,Home & Living,Home & Living,Home & Living,
mi 11,mi 11,Mobile & Gadgets,Mobile & Gadgets,Computers & Peripherals,
bed for kids,bed for kids,Home & Living,"Toys, Kids & Babies","Toys, Kids & Babies",
cooling pad,cooling pad,Computers & Peripherals,Computers & Peripherals,Computers & Peripherals,
poly mailing bags,poly mailing bags,Home & Living,Home & Living,Home & Living,
wall shelves,wall shelves,Home & Living,Home & Living,Home & Living,
rain coat,rain coat,Home & Living,Home & Living,Automotive,
cny 2022,cny 2022,Home & Living,Food & Beverages,,
ogawa massage chair singapore,ogawa massage chair singapore,Home & Living,,,
sacha inchi oil singapore,sacha inchi oil singapore,Health & Wellness,Health,Beauty,Beauty
bibik's choice chicken patty,bibik's choice chicken patty,Food & Beverages,Food & Beverages,Pets,Pets
octonauts toys,octonauts toys,"Toys, Kids & Babies","Toys, Kids & Babies","Toys, Kids & Babies",
fire extinguisher,fire extinguisher,Home & Living,Home & Living,Home & Living,Home & Living
adidas continental 80,adidas continental 80,Women's Shoes,Men's Shoes,Men's Shoes,
redmi9,redmi9,Mobile & Gadgets,-,-,
joseph joseph chopping board,joseph joseph chopping board,Home & Living,Home & Living,Home & Living,
mahjong keycaps,mahjong keycaps,Computers & Peripherals,Computers & Peripherals,,
hanfu,hanfu,Women's Apparel,Women's Apparel,Women's Apparel,Women's Apparel
christmas cards singapore,christmas cards singapore,Home & Living,Home & Living,Home & Living,
cockroach spray,cockroach spray,Home & Living,Home & Living,Home & Living,
why mobile,why mobile,Mobile & Gadgets,Mobile & Gadgets,,
tretinoin singapore,tretinoin singapore,Others,Books & Magazines,Hobbies & Collections,Hobbies & Collections
vtl transtar,vtl transtar,"Dining, Travel & Services",Books & Magazines,Books & Magazines,Books & Magazines
monitor 34 inch,monitor 34 inch,Computers & Peripherals,Computers & Peripherals,Computers & Peripherals,
fake flower,fake flower,Home & Living,Home & Living,Home & Living,Home & Living
karaoke at home,karaoke at home,Home Appliances,Mobile & Gadgets,Mobile & Gadgets,
4k monitor 32 inch,4k monitor 32 inch,Computers & Peripherals,Computers & Peripherals,Computers & Peripherals,
phone watch,phone watch,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,
wood shelf,wood shelf,Home & Living,Home & Living,Home & Living,
haji lane cafe,haji lane cafe,Lifestyle,,,
sleeping bra,sleeping bra,Women's Apparel,Women's Apparel,Women's Apparel,
wooden tray,wooden tray,Home & Living,Home & Living,Home & Living,Home & Living
chloe bag,chloe bag,Women's Bags,Women's Bags,Women's Bags,
postcards singapore,postcards singapore,Home & Living,Hobbies & Books,Home & Living,
slack pants,slack pants,Men's Wear,Men's Wear,Men's Wear,
aircon system 3,aircon system 3,Home Appliances,Home Appliances,Home Appliances,
toilet accessories,toilet accessories,Home & Living,Home & Living,Home & Living,
xxx hot,xxx hot,Food & Beverages,Mobile & Gadgets,Women Clothes,Women Clothes
de longhi kettle,de longhi kettle,Home Appliances,Home Appliances,Home Appliances,
cinammon toast crunch,cinammon toast crunch,Food & Beverages,,Food & Beverages,
disposal gloves,disposal gloves,Home & Living,Home & Living,Men's Wear,
laptop bed table,laptop bed table,Home & Living,Home & Living,Home & Living,
desktop organizers,desktop organizers,Home & Living,Home & Living,Home & Living,
jacket waterproof,jacket waterproof,Sports & Outdoors,Men's Wear,Men's Wear,
a5 notebooks,a5 notebooks,Home & Living,Home & Living,Home & Living,Home & Living
wood polish,wood polish,Home & Living,Home & Living,Home & Living,
excel hana,excel hana,Health & Wellness,Health & Wellness,Health & Wellness,
hdmi displayport adapter,hdmi displayport adapter,Computers & Peripherals,Computers & Peripherals,Computers & Peripherals,
sambazon acai,sambazon acai,Food & Beverages,Food & Beverages,Food & Beverages,Food & Beverages
plastic storage box,plastic storage box,Home & Living,Home & Living,Home & Living,Home & Living
3 wheel bicycle for adults singapore,3 wheel bicycle for adults singapore,Sports & Outdoors,,,
herb singapore,herb singapore,Health & Wellness,Health & Wellness,,
popmart,popmart,Hobbies & Books,Hobbies & Books,Hobbies & Books,
iron board,iron board,Home & Living,Home & Living,Home & Living,Home & Living
stool chairs,stool chairs,Home & Living,Home & Living,,
marble round dining table,marble round dining table,Home & Living,Home & Living,Home & Living,
carera,carera,Home & Living,Home & Living,Women's Apparel,
bottle shaker,bottle shaker,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors,
laptop covers,laptop covers,Computers & Peripherals,Computers & Peripherals,Computers & Peripherals,
rayban,rayban,Jewellery & Accessories,Jewellery & Accessories,Jewellery & Accessories,
baker's brew,baker's brew,Food & Beverages,Food & Beverages,Food & Beverages,
cropped long sleeve top,cropped long sleeve top,Women's Apparel,Women's Apparel,Women's Apparel,
dish washer bosch,dish washer bosch,Home Appliances,Home & Living,,
fujifilm instax mini evo,fujifilm instax mini evo,Cameras & Drones,Cameras & Drones,Cameras & Drones,Cameras & Drones
popin cookin,popin cookin,Food & Beverages,Food & Beverages,Food & Beverages,
lighting softbox,lighting softbox,Cameras & Drones,Cameras & Drones,Cameras & Drones,
dior lip glow,dior lip glow,Beauty & Personal Care,Beauty & Personal Care,Beauty & Personal Care,
utsukushhii,utsukushhii,Health & Wellness,Health & Wellness,Health & Wellness,
transformer step down,transformer step down,Home Appliances,Home Appliances,"Toys, Kids & Babies",
x box 360 controller,x box 360 controller,Video Games,Video Games,Video Games,
honey comb wok,honey comb wok,Home & Living,Home & Living,Home & Living,
nike dunk low black and white,nike dunk low black and white,Sports & Outdoors,Men's Shoes,Sports & Outdoors,
capirox 20,capirox 20,Health & Wellness,Health & Wellness,Health & Wellness,Health & Wellness
spatula for frying,spatula for frying,Home & Living,Home & Living,Home & Living,
shorts pants,shorts pants,Women's Apparel,Men's Wear,Men's Wear,
container tupperware,container tupperware,Home & Living,Home & Living,Home & Living,
reuseable bag,reuseable bag,Home & Living,Home & Living,Home & Living,
epson projector,epson projector,Computers & Peripherals,Computers & Peripherals,Computers & Peripherals,
3 wheel bicycle,3 wheel bicycle,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors,
bird spikes,bird spikes,Home & Living,Home & Living,Home & Living,
biotine ointment,biotine ointment,Health & Wellness,Health & Wellness,,
soundproofing material,soundproofing material,Home & Living,Home & Living,Home & Living,
best wifi mesh singapore,best wifi mesh singapore,Computers & Peripherals,,,
billie eilish singapore,billie eilish singapore,Hobbies & Books,,,
flared pants,flared pants,Women's Apparel,Women's Apparel,Women's Apparel,Women's Apparel
small sofabed,small sofabed,Home & Living,Home & Living,,
blushers,blushers,Beauty & Personal Care,Beauty & Personal Care,Beauty & Personal Care,
kh cycle,kh cycle,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors,
computer bag,computer bag,Computers & Peripherals,Computers & Peripherals,Computers & Peripherals,
bento box disposable,bento box disposable,Home & Living,Home & Living,Home & Living,Home & Living
air force 1 white,air force 1 white,Sports & Outdoors,Women's Shoes,Women's Shoes,
poco sg,poco sg,Mobile & Gadgets,,Mobile & Gadgets,
purtier placenta price singapore,purtier placenta price singapore,Health & Wellness,,,
xiaomi speaker bluetooth,xiaomi speaker bluetooth,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,
panda mart,panda mart,Food & Beverages,Food & Beverages,,
romantic restaurants singapore,romantic restaurants singapore,Lifestyle,,,
partywholesale,partywholesale,Home & Living,Home & Living,,
fan heater,fan heater,Home Appliances,Home Appliances,,
durex play vibrations,durex play vibrations,Health & Wellness,Miscellaneous,Miscellaneous,
minihelpers,minihelpers,Home Appliances,Home Appliances,Home Appliances,
foldable keyboard,foldable keyboard,Computers & Peripherals,Computers & Peripherals,Computers & Peripherals,
kemei hair clipper,kemei hair clipper,Beauty & Personal Care,Beauty & Personal Care,Beauty & Personal Care,
giant pop it,giant pop it,"Toys, Kids & Babies","Toys, Kids & Babies","Toys, Kids & Babies","Toys, Kids & Babies"
24 inch bicycle,24 inch bicycle,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
giken trolley,giken trolley,Home & Living,Home & Living,Home & Living,
sofa throws,sofa throws,Home & Living,Home & Living,Home & Living,
bosch hob induction,bosch hob induction,Home Appliances,Home Appliances,Home Appliances,
mooncake singapore,mooncake singapore,Food & Beverages,Food & Beverages,Food & Beverages,
wacol bra,wacol bra,Women's Apparel,Women's Apparel,,
orthopedic pillow,orthopedic pillow,Home & Living,Home & Living,Home & Living,
bathroom door,bathroom door,Home & Living,Home & Living,Home & Living,
cheese cloth,cheese cloth,Home & Living,Home & Living,Home & Living,Home & Living
northsea,northsea,Food & Beverages,Food & Beverages,Food & Beverages,
nike cortez women,nike cortez women,Women's Shoes,Men's Shoes,Sports & Outdoors,
singapore walkie talkie,singapore walkie talkie,Mobile & Gadgets,,Mobile & Gadgets,
outdoor shoe cabinet singapore,outdoor shoe cabinet singapore,Home & Living,Home & Living,,
wood sticks,wood sticks,Home & Living,Home & Living,Beauty & Personal Care,
portable sauna,portable sauna,Home Appliances,Health & Wellness,Home & Living,
xiaomi ultrasonic cleaner,xiaomi ultrasonic cleaner,Mobile & Gadgets,Home & Living,Home & Living,
golf bag,golf bag,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
how to cook canned abalone,how to cook canned abalone,Food & Beverages,,,
pots for plants,pots for plants,Home & Living,Home & Living,Home & Living,
shi jia ke,shi jia ke,Food & Beverages,Food & Beverages,,
winter time singapore,winter time singapore,Travel & Luggage,,Men's Wear,
lenovo desktop,lenovo desktop,Computers & Peripherals,Computers & Peripherals,Computers & Peripherals,
wheat flour singapore,wheat flour singapore,Food & Beverages,,,
watson art test kit,watson art test kit,Health & Wellness,Health,,
armani yulong,armani yulong,Beauty & Personal Care,Beauty & Personal Care,Beauty & Personal Care,
warriors shoes,warriors shoes,Men's Shoes,Men's Shoes,,
tvbox,tvbox,Home & Living,Home Appliances,Home Appliances,
mansa computers,mansa computers,Computers & Peripherals,Computers & Peripherals,,
rafia string,rafia string,Home & Living,Home & Living,Home & Living,
housewarming gifts,housewarming gifts,Home & Living,Home & Living,,
miracle coffee,miracle coffee,Food & Beverages,Food & Beverages,,
nike bags,nike bags,Sports & Outdoors,Women's Bags,Women's Bags,
clio,clio,Beauty & Personal Care,Beauty & Personal Care,Beauty & Personal Care,Beauty & Personal Care
eu yang sang,eu yang sang,Health & Wellness,Health & Wellness,"Toys, Kids & Babies",
orita detergent,orita detergent,Home & Living,Home & Living,Home & Living,
dimoo jurassic world,dimoo jurassic world,Hobbies & Books,,Hobbies & Collections,
cushion sofa,cushion sofa,Home & Living,Home & Living,Home & Living,
scholl shoe,scholl shoe,Women's Shoes,Women's Shoes,Women's Shoes,
mcdonald's curry sauce bottle,mcdonald's curry sauce bottle,Food & Beverages,Food & Beverages,Food & Beverages,Mobile & Gadgets
jelly fruit,jelly fruit,Food & Beverages,Food & Beverages,Food & Beverages,Food & Beverages
louis vuitton men wallet,louis vuitton men wallet,Men's Bags,Men's Bags,Men's Bags,
mlb caps,mlb caps,Jewellery & Accessories,Jewellery & Accessories,,
dimsum halal,dimsum halal,Food & Beverages,Food & Beverages,,
now foods singapore,now foods singapore,Health & Wellness,Food & Beverages,Pets,Pets
dyson purifiers,dyson purifiers,Home Appliances,Home Appliances,,
ma ma lemon,ma ma lemon,Home & Living,Home Appliances,,
laptop bag women,laptop bag women,Women's Bags,Computers & Peripherals,Computers & Peripherals,
kappa.,kappa.,Men's Shoes,Sports & Outdoors,Women's Shoes,
japanplug,japanplug,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
hair clippers,hair clippers,Beauty & Personal Care,Beauty & Personal Care,Beauty & Personal Care,
addidas ultra boost,addidas ultra boost,Men's Shoes,Men's Shoes,,
artbox korea,artbox korea,Lifestyle,Home & Living,,
jelly bunnies,jelly bunnies,"Toys, Kids & Babies",Women's Shoes,Pet Food & Supplies,
baabaasheepz,baabaasheepz,"Toys, Kids & Babies","Toys, Kids & Babies","Toys, Kids & Babies","Toys, Kids & Babies"
nuxe singapore,nuxe singapore,Beauty & Personal Care,,Women's Bags,
block 123,block 123,"Toys, Kids & Babies",Mom & Baby,Hobbies & Collections,Home & Living
x-treme solution,x-treme solution,Computers & Peripherals,,Computers & Peripherals,
