Keyword,en_Keyword,Category,imp_level1_category_1d,pv_level1_category_1d,order_level1_category_1d
玻璃刮刀,glass scraper,居家生活,Home & Living,Home & Living,Motors
app store 卡,app store card,手機平板與周邊,Tickets & Services,Tickets & Services,Tickets & Services
gan 充電器,gan charger,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
季芹寫真,Ji Qin's photo,居家生活,Books,Books,
red wing 1907,red wing 1907,男女鞋,Men Shoes,Men Shoes,
thule,thule,汽機車零件百貨,Sports & Outdoors,Men's Bags& Accessories,
apexx 拉桿,apexx lever,汽機車零件百貨,Motors,Motors,Motors
好在乎,So caring,美妝保健,Books,Health & Beauty,
pgo tig,pgotig,汽機車零件百貨,Motorcycles,Motorcycles,Motorcycles
yamaha augur,yamaha augur,汽機車零件百貨,Automobiles,Motorcycles,Women Clothes
岡山蝦皮店到店,Shopee store in Okayama,Platform Terms ( Shopee / Momo),,,
熱敷眼罩推薦,Recommended hot compress eye mask,美妝保健,Home Electronic,Home & Living,
和牛涮,Wagyu shabu,美食、伴手禮,Tickets & Services,Tickets & Services,
粉刺吸塵器,acne vacuum cleaner,美妝保健,Home Electronic,Health & Beauty,
blox fruit,blox fruit,遊戲王,,Life & Entertainment,
烤肉組合,BBQ combo,美食、伴手禮,Sports & Outdoors,Food & Beverages,
下午茶推薦,Afternoon tea recommendation,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
蘿莉,loli,娛樂、收藏,Women's Apparel,Women's Apparel,Women's Apparel
智慧型手機,smartphone,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,
discovery 26吋多功能露營行李箱,discovery 26-inch multifunctional camping luggage,戶外與運動用品,Travel & Luggage,Travel & Luggage,Travel & Luggage
義美厚豆花,Yimei thick tofu pudding,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
熔岩燈,lava lamp,居家生活,Home & Living,Home & Living,
酷覓星,cool star,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
寶可夢卡牌價格表,Pokémon card price list,娛樂、收藏,,,
clbcu 125價格,clbcu 125 price,汽機車零件百貨,Motorcycles,Motorcycles,Motorcycles
dji osmo,djiosmo,3C與筆電,Hardware & 3C,Hardware & 3C,
重迎曙光,Welcome the dawn again,書籍及文創商品,Books & Magazines,Books & Magazines,Hobbies & Collections
仙女紅茶,fairy black tea,美食、伴手禮,Food & Beverages,Food & Beverages,
健保卡讀卡機,Health insurance card reader,3C與筆電,Hardware & 3C,Hardware & 3C,Hardware & 3C
升降桌推薦,Recommended lift table,居家生活,Home & Living,Computers & Accessories,Home & Living
zenfone 11 ultra,zenfone 11 ultra,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Automobiles
全清,Full Clear,美妝保健,Food & Beverages,Health & Beauty,
米鴻,Mi Hong,美妝保健,Health & Beauty,,
pocket 3,pocket 3,3C與筆電,Hardware & 3C,Men's Apparel,
ff7 rebirth,ff7 rebirth,遊戲王,Gaming & Consoles,Gaming & Consoles,Beauty
烤土司機,Roast driver,家電影音,Home Electronic,Home Electronic,
洗手台排水管,sink drain pipe,居家生活,Home & Living,Home & Living,
環保金爐,Environmentally friendly golden furnace,居家生活,Life & Entertainment,Life & Entertainment,Life & Entertainment
卸妝膏,Makeup remover balm,美妝保健,Health & Beauty,Health & Beauty,Health & Beauty
髮的食譜,Posted recipes,美妝保健,Books & Magazines,Books & Magazines,Books & Magazines
顯卡支架,graphics card bracket,3C與筆電,Hardware & 3C,Hardware & 3C,Hardware & 3C
象印電子鍋6人份,Zojirushi Electric Pot Serves 6,家電影音,Home Appliances,Home Appliances,Home Appliances
na0j,na0j,家電影音,Beauty,Beauty,Beauty
掛繩,lanyard,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
助孕潤滑劑,Pregnancy lubricant,美妝保健,Everything Else,Everything Else,Everything Else
redmi note 13,redmi note 13,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
fixx定妝噴霧,fixx makeup setting spray,美妝保健,Health & Beauty,Health & Beauty,
xperia 1 vi,xperia 1vi,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
工業風扇,Industrial fan,家電影音,Home Electronic,Home Electronic,
鬼滅之刃色情,Demon Slayer Porn,其他類別,Mobile & Gadgets,,
狗卷棘,Dog curly spines,娛樂、收藏,Life & Entertainment,Life & Entertainment,
韓國彩妝,Korean makeup,美妝保健,Health & Beauty,Health & Beauty,
袋鼠鞋,kangaroo shoes,男女鞋,Men Shoes,Men Shoes,
interpark,interpark,服務、票券,Life & Entertainment,Life & Entertainment,
橋本環奈,Hashimoto Kanna,其他類別,Life & Entertainment,,
86小舖,86 Shop,美妝保健,Health & Beauty,Health & Beauty,
intp,intp,女生配件,Life & Entertainment,,
swag娃娃,swag doll,其他類別,Hobbies & Collections,Mom & Baby,Mom & Baby
樓梯椅,stair chair,居家生活,Home & Living,Home & Living,
身體油,body oil,美妝保健,Health & Beauty,Health & Beauty,
樂特喉糖,Lott throat lozenges,美妝保健,Health & Beauty,,
不便利的便利店,Inconvenient convenience store,書籍及文創商品,Books & Magazines,Books & Magazines,Books & Magazines
iphone13價錢,iphone13 price,手機平板與周邊,Mobile & Gadgets,,
體脂計推薦,Body fat meter recommendation,美妝保健,Home Electronic,Home Electronic,
125機車推薦,125 motorcycle recommendation,汽機車零件百貨,Motorcycles,Motorcycles,Motorcycles
32吋電視推薦,32-inch TV recommendations,家電影音,Home Electronic,Home Electronic,
4g分享器,4g sharer,3C與筆電,Hardware & 3C,Hardware & 3C,
5d4,5d4,3C與筆電,Hardware & 3C,Hardware & 3C,
agnes b,agnes b,女生包包/精品,Women Bags,Women Bags,Women Bags
bkt1,bkt1,汽機車零件百貨,Motors,Motors,
blueair,blueair,家電影音,Home Electronic,Home Electronic,
bose soundsport free,bose soundsport free,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,
cat,cat,男女鞋,Men Shoes,Men Shoes,Men Shoes
diadora,diadora,戶外與運動用品,Sports & Outdoors,Sports & Outdoors,
e27燈座,e27 lamp holder,居家生活,Home & Living,Home & Living,Home & Living
ergohuman 111,ergohuman 111,居家生活,Home & Living,Home & Living,
google chromecast,google chromecast,家電影音,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
gura,gura,娛樂、收藏,Life & Entertainment,Life & Entertainment,
hdmi線,hdmi cable,家電影音,Home Electronic,Home Electronic,Home Electronic
hp envy x360,hp envy x360,3C與筆電,Mobile & Gadgets,,
i12,i12,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
i6s,i6s,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
jordan,jordan,男女鞋,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
kubo,kubo,男女鞋,Life & Entertainment,Mother & Baby,
lk,lk,3C與筆電,Home & Living,,
logo設計,logo design,Others,Everything Else,Everything Else,
moncross,moncross,居家生活,Home & Living,Home & Living,
muura,muura,女生衣著,Women's Apparel,Women's Apparel,
mycard,mycard,遊戲王,Game Kingdom,Game Kingdom,Game Kingdom
note 9,note 9,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,
overcooked,overcooked,遊戲王,Game Kingdom,Game Kingdom,Game Kingdom
overdigi,overdigi,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
p5s,p5s,遊戲王,Game Kingdom,Game Kingdom,Game Kingdom
s cute,s cute,美妝保健,Health & Beauty,,
samsung galaxy s10,samsung galaxy s10,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,
sd,sd,3C與筆電,Hardware & 3C,Hardware & 3C,
sk2,sk2,美妝保健,Health & Beauty,Health & Beauty,Health & Beauty
sony xperia 1 ii,sony xperia 1ii,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
space picnic,space picnic,女生衣著,Women's Apparel,Women's Apparel,
ssd 256g,ssd 256g,3C與筆電,Hardware & 3C,Hardware & 3C,
switch 遊戲推薦,switch game recommendations,遊戲王,Game Kingdom,Game Kingdom,
tarot,tarot,娛樂、收藏,Life & Entertainment,Life & Entertainment,
tiitent,tiitent,戶外與運動用品,Sports & Outdoors,Sports & Outdoors,
toto,toto,居家生活,Home & Living,Home & Living,
twice,twice,娛樂、收藏,Life & Entertainment,Life & Entertainment,Life & Entertainment
ups,ups,3C與筆電,Hardware & 3C,Hardware & 3C,
usb 3.0 hub,usb 3.0 hub,3C與筆電,Hardware & 3C,Hardware & 3C,
www.yahoo.com.tw,www.yahoo.com.tw,Platform Terms ( Shopee / Momo),Automobiles,Motorcycles,Motorcycles
zeesea,zeesea,美妝保健,Health & Beauty,Health & Beauty,Health & Beauty
zenfone 5z,zenfone 5z,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
zenfone max pro m2,zenfone max pro m2,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
三多葉黃素,Three kinds of lutein,美妝保健,Health & Beauty,Health & Beauty,Health & Beauty
三用電表,Three-purpose electric meter,居家生活,Home & Living,Home & Living,Home & Living
不沾鍋,non-stick pan,居家生活,Home & Living,Home & Living,Home & Living
五十音,fifty tones,書籍及文創商品,Books,Books,Books
仁愛眼鏡,Renai glasses,女生配件,Women Accessories,Women Accessories,
倚天屠龍記2019,Heaven and Dragon Sword 2019,娛樂、收藏,Life & Entertainment,Life & Entertainment,
元進莊,Yuanjinzhuang,美食、伴手禮,Food & Beverages,Food & Beverages,
光軸,optical axis,3C與筆電,Hardware & 3C,Hardware & 3C,
免運,Free shipping,Others,Health & Beauty,Home & Living,
兒童立體口罩,Children's three-dimensional mask,居家生活,Home & Living,Home & Living,Home & Living
勞力士水鬼,Rolex Submariner,男生包包與配件,Men's Bags& Accessories,Men's Bags& Accessories,Men's Bags& Accessories
卡西歐,Casio,男生包包與配件,Men's Bags& Accessories,Men's Bags& Accessories,Men's Bags& Accessories
叉子,fork,居家生活,Home & Living,Home & Living,Home & Living
可樂帽推薦,Coke hat recommendation,汽機車零件百貨,Motorcycles,Sports & Outdoors,Sports & Outdoors
吳寶春,Wu Baochun,美食、伴手禮,Books,Food & Beverages,
國寶茶,National treasure tea,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
夏利夫,Sharif,美妝保健,Health & Beauty,Health & Beauty,Health & Beauty
多羅羅,Dororo,娛樂、收藏,Life & Entertainment,Books,
夜間酵素,night enzyme,美妝保健,Health & Beauty,Health & Beauty,Health & Beauty
天涯客,Tianyake,書籍及文創商品,Books,Books,
好想兔,Miss Rabbit so much,娛樂、收藏,Life & Entertainment,Life & Entertainment,Home & Living
婚禮紅包,wedding red envelope,居家生活,Home & Living,Home & Living,Home & Living
安全帽行車紀錄器,helmet driving recorder,汽機車零件百貨,Motors,Motors,
家庭劇院,home theater,家電影音,Home Electronic,Home Electronic,
寵物店,pet shop,寵物,Pets,Life & Entertainment,
寶可夢劍盾,Pokémon Sword and Shield,遊戲王,Game Kingdom,Game Kingdom,Game Kingdom
導航王,Navigation King,汽機車零件百貨,Motors,Motors,
小丑女,Harley Quinn,Others,Life & Entertainment,Life & Entertainment,Life & Entertainment
小提琴,violin,娛樂、收藏,Life & Entertainment,Life & Entertainment,Life & Entertainment
小米5,Xiaomi 5,手機平板與周邊,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
小米音響,Xiaomi audio,家電影音,Home Electronic,Home Electronic,Home Electronic
展示櫃,display cabinet,居家生活,Home & Living,Home & Living,Home & Living
張新成,Zhang Xincheng,娛樂、收藏,Life & Entertainment,Life & Entertainment,
怦然心動,beating heart,書籍及文創商品,Books,Life & Entertainment,Mobile & Gadgets
惡魔 手機殼,devil phone case,手機平板與周邊,,Mobile & Gadgets,
懶人毯,Beanbag,居家生活,Home & Living,Home & Living,Home & Living
捲尺,tape measure,居家生活,Home & Living,Home & Living,Home & Living
擷取卡,capture card,家電影音,Hardware & 3C,Hardware & 3C,
收涎餅乾,Mouthwatering Biscuits,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
收銀機,cash register,3C與筆電,Home & Living,Hardware & 3C,Home & Living
數位機上盒,Digital set-top box,家電影音,Home Electronic,Home Electronic,
新勁戰,New battle,汽機車零件百貨,Motors,Motors,
日本a,Japana,其他類別,Everything Else,Everything Else,
日立冷氣,Hitachi air conditioner,家電影音,Home Electronic,Home Electronic,
明治奶粉,Meiji milk powder,嬰幼童與母親,Mother & Baby,Mother & Baby,Mother & Baby
枕頭推薦,Pillow recommendations,居家生活,,Home & Living,
汽車手機架,car mobile phone holder,汽機車零件百貨,Motors,Motors,Motors
泥炭土,peat soil,居家生活,Home & Living,Home & Living,Home & Living
淑女車,lady car,戶外與運動用品,Sports & Outdoors,Sports & Outdoors,
潮牌,Trendy brand,Others,Men's Apparel,Men's Apparel,Men's Apparel
烘豆機,roaster,家電影音,Home Electronic,Home Electronic,
熱壓吐司機,hot press toaster,家電影音,Home Electronic,Home Electronic,Home Electronic
燕窩,bird's nest,美食、伴手禮,Health & Beauty,Health & Beauty,Health & Beauty
牛津鞋,oxford shoes,男女鞋,Women Shoes,Women Shoes,Women Shoes
生態瓶,eco bottle,居家生活,Home & Living,Home & Living,Home & Living
矽膠食物袋,silicone food bag,居家生活,Home & Living,Home & Living,Home & Living
碗蓮,Wanlian,居家生活,Home & Living,Home & Living,Home & Living
神來也,God comes,遊戲王,Game Kingdom,Game Kingdom,
禮物,Gift,Others,Home & Living,Home & Living,Home & Living
蒸火鍋,Steam hot pot,居家生活,Home & Living,Home Electronic,
蝦皮折扣碼,Shopee discount code,Platform Terms ( Shopee / Momo),Health & Beauty,,
行車記錄器,driving recorder,汽機車零件百貨,Motors,Motors,Motors
行軍床,camp bed,居家生活,Sports & Outdoors,Sports & Outdoors,
衛生棉條,tampons,美妝保健,Health & Beauty,Health & Beauty,Health & Beauty
衣櫃,Wardrobe,居家生活,Home & Living,Home & Living,Home & Living
裁縫機,tailoring machine,家電影音,Home Electronic,Home Electronic,
補漆筆,touch up pen,居家生活,Motors,Motors,Motors
襪子,sock,女生衣著,Women Accessories,Women Accessories,Men's Bags& Accessories
西雅圖咖啡,seattle coffee,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
計步器,Pedometer,戶外與運動用品,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
貓抓板,cat scratching post,寵物,Pets,Pets,Pets
購物,Shopping,Platform Terms ( Shopee / Momo),Home & Living,,
賽克龍10w40,Cycloron 10w40,汽機車零件百貨,Motors,,
輕便雨衣,Light raincoat,汽機車零件百貨,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
輕婚紗,light wedding dress,女生衣著,Women's Apparel,Women's Apparel,
迷你特攻隊,mini squad,嬰幼童與母親,Mother & Baby,Mother & Baby,Mother & Baby
還願遊戲下載,Wish game download,遊戲王,,,
錄音介面,recording interface,3C與筆電,Life & Entertainment,Life & Entertainment,Hardware & 3C
防摔衣,Anti-fall clothing,汽機車零件百貨,Motors,Motors,Motors
雞胸肉,chicken breast,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
電烙鐵,soldering iron,居家生活,Home & Living,Home & Living,Home & Living
電競桌,Gaming table,居家生活,Home & Living,Home & Living,Home & Living
電腦椅,computer chair,居家生活,Home & Living,Home & Living,Home & Living
黑肥皂,black soap,居家生活,Home & Living,Home & Living,Home & Living
冰鋒衣,Bingfengyi,戶外與運動用品,Sports & Outdoors,Sports & Outdoors,
挺立uc2,stand upright uc2,美妝保健,Health & Beauty,Health & Beauty,
流理臺,sink,居家生活,Home & Living,Home & Living,
ghd吹風機,ghd hair dryer,家電影音,Home Electronic,Home Electronic,
北港伴手禮,Beigang souvenirs,美食、伴手禮,Food & Beverages,Food & Beverages,
禰豆子q版,Nezuko q version,娛樂、收藏,Life & Entertainment,,
dyson吸塵器,dyson vacuum cleaner,家電影音,Home Electronic,Home Electronic,
mk長夾,mk long clip,女生包包/精品,Women Bags,Women Bags,Women Bags
body shop,body shop,美妝保健,Health & Beauty,Health & Beauty,
四物飲,four things drink,美妝保健,Health & Beauty,Health & Beauty,Health & Beauty
guess,guess,女生包包/精品,Men's Apparel,Men's Apparel,Women Bags
rog筆電,rog laptop,3C與筆電,Hardware & 3C,Hardware & 3C,
panasonic電視,panasonic tv,家電影音,Home Electronic,Home Electronic,
laptops,laptops,3C與筆電,,Hardware & 3C,
智慧型手錶,smart watch,手機平板與周邊,Hardware & 3C,Mobile & Gadgets,Mobile & Gadgets
改衣服,Change clothes,Others,Everything Else,,
火鳳燎原,Fire Phoenix Starts a Prairie Fire,書籍及文創商品,Books,Books,
gx3,gx3,男生衣著,Men's Apparel,Men's Apparel,
動力延長線,Power extension cord,家電影音,Sports & Outdoors,Sports & Outdoors,Home & Living
花王洗髮精,kao shampoo,居家生活,Health & Beauty,Health & Beauty,Health & Beauty
寶雅線上購物,Baoya online shopping,美妝保健,"Tickets, Vouchers & Services",Travel & Luggage,Travel & Luggage
廚餘處理機,Food waste processor,家電影音,Home Electronic,Home Electronic,
非洲芒果輕孅茶飲,African mango tea,美食、伴手禮,Health & Beauty,Health & Beauty,Health & Beauty
over cooked2,over cooked2,遊戲王,Game Kingdom,,
蔓越莓汁,cranberry juice,美食、伴手禮,Food & Beverages,Food & Beverages,Food & Beverages
wmf壓力鍋,wmf pressure cooker,居家生活,Home & Living,Home Electronic,
