Keyword,en_Keyword,Category,imp_level1_category_1d,pv_level1_category_1d,order_level1_category_1d,sg_category
ken barbie,ken barbie,Juguetes y Hobbies,Toys & Hobbies,,,
toyota txl,toyota txl,Others,Vehicle Accessories,,,
infinix hot 30i,infinix hot 30i,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
biombo,screen,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
precio del redmi note 12,redmi note 12 price,Others,,,,
mt 15 yamaha colombia,mt 15 yamaha colombia,Others,,,,
ipad mini,ipad mini,Celulares y Gadgets,Computing,Computing,,
laptop gamer,gaming laptop,Computación,,Computing,,
ropa deportiva mujer,women's sportswear,Deportes y Fitness,Women Clothes,Sports & Fitness,,
guantes nitrilo,nitrile gloves,Hogar y Vida,Home & Living,Home & Living,,
olla de presion,pressure cooker,Electrodomésticos,Home & Living,Home & Living,,
good molecules,good molecules,Juguetes y Hobbies,Home & Living,,,
impresora 3d precio,3d printer price,Computación,,,,
tapabocas niños,children's face masks,Salud,,Sports & Fitness,,
maquina para hacer granizados,slush making machine,Electrodomésticos,Beauty,Beauty,Beauty,Beauty & Personal Care
queratina organica,organic keratin,Belleza,Beauty,Beauty,Beauty,Beauty & Personal Care
individuales para comedor,individual for dining room,Hogar y Vida,Home & Living,Home & Living,,
destornilladores inalámbricos,cordless screwdrivers,Electrónica,Home & Living,Home & Living,,
maquina de coser manual,manual sewing machine,Electrodomésticos,,Home Appliance,,
anillos de compromiso medellin,engagement rings medellin,Joyas y Relojes,,,,
tejas para techos precios,roof tiles prices,Hogar y Vida,,,,
café juan valdez liofilizado,juan valdez freeze dried coffee,Alimentos y Bebidas,,,,
soporte bicicleta carro,bike cart stand,Accesorios para Vehículos,Sports & Fitness,Sports & Fitness,,
rocketbook,rocketbook,Papelería,Stationery,Stationery,,
herz&herz,herz&herz,Salud,Fashion Accessories,,,
freidoras a gas,gas fryers,Electrodomésticos,Home & Living,Home & Living,Home & Living,Home & Living
alexa amazon precio,alexa amazon price,Celulares y Gadgets,,,,
xiaomi redmi 9 precio,xiaomi redmi 9 price,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
maleta de cabina,cabin suitcase,Viajes y Equipaje,Travel & Luggage,,,
cupra formentor,cupra formentor,Accesorios para Vehículos,,,,
tensiometro manual,manual blood pressure monitor,Salud,Health,Health,Health,Health & Wellness
jabones artesanales,handmade soaps,Belleza,,Home & Living,,
manos libres inalambricos,wireless hands free,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
carros de segunda,second hand cars,Accesorios para Vehículos,Stationery,,,
chocolatera,chocolate maker,Electrodomésticos,Home & Living,,,
samsung a03s,samsung a03s,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,,
juego de copas,game of glasses,Hogar y Vida,,Home & Living,,
muñecas sexuales,sex dolls,Juguetes y Hobbies,Toys & Hobbies,Women Clothes,,
huawei nova 9,huawei nova 9,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
carros para niños,cars for kids,Juguetes y Hobbies,Toys & Hobbies,Toys & Hobbies,,
iqos,iqos,Celulares y Gadgets,,Mobile & Gadgets,,
motorola e7,motorola e7,Celulares y Gadgets,-,Mobile & Gadgets,,
xiaomi poco,xiaomi little,Celulares y Gadgets,,Mobile & Gadgets,,
silla de ruedas,wheelchair,Hogar y Vida,Beauty,Home & Living,,
ns 200,ns 200,Accesorios para Vehículos,,Vehicle Accessories,,
esmaltes semipermanentes,semi-permanent enamels,Belleza,,Beauty,Beauty,
cascos shaft,shaft helmets,Accesorios para Vehículos,Sports & Fitness,,,
nautica voyage,nautical voyage,Belleza,Fashion Accessories,Fashion Accessories,Fashion Accessories,Jewellery & Accessories
bulldog,bulldog,Others,,Pets,,
llantas rin 14,"14"" rim tires",Accesorios para Vehículos,,Vehicle Accessories,,
pintura antihongos,anti-fungal paint,Hogar y Vida,Pets,Pets,Pets,
celulares samsung,samsung cell phones,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,,
escort bogotá,escort bogota,Computación,,,,
varsol,varsol,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
gafas oakley,oakley glasses,Accesorios de Moda,Fashion Accessories,,,
jordan 1 low,jordan 1 low,Deportes y Fitness,Men Shoes,Women Shoes,,
mercadi libre,free market,Platform Terms (Mercado/Shopee),,,,
patillera,sideburns,Belleza,Beauty,Beauty,Health,
esmalte semipermanente,semi-permanent enamel,Belleza,Beauty,Beauty,,
furumbao,furumbao,Belleza,Health,Health,Health,Health & Wellness
apple watch serie 6,apple watch series 6,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,,
club de nuit,night club,Belleza,Beauty,Beauty,Beauty,Beauty & Personal Care
ropa interior para mujer sensual transparente,Women's sexy transparent underwear,Ropa de Mujer,,,,
cargador para bebe,baby carrier,Madre y Bebé,,Mobile & Gadgets,,
xre 190,xre 190,Accesorios para Vehículos,,,,
banderas,flags,Hogar y Vida,,Home & Living,,
cadenas de plata para hombre,silver chains for men,Joyas y Relojes,Jewelry & Watches,Jewelry & Watches,,
gato bengali,bengal cat,Mascotas,,,,
xiaomi lite 11,xiaomi lite 11,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,,
estendedor de ropa,clothes rack,Hogar y Vida,,,,
mancuernas bogota,dumbbells bogota,Deportes y Fitness,,,,
soplador aspiradora,blower vacuum cleaner,Electrodomésticos,,Electronics,,
hialtears,hialtears,Others,Health,Health,Health,Health & Wellness
zapato post operatorio,postoperative shoe,Calzado de Hombre,Health,Health,Health,Health & Wellness
manta térmica eléctrica,electric heating blanket,Hogar y Vida,Pets,,,
google nest mini,google nest mini,Electrónica,,Electronics,,
depiladora electrica,electric epilator,Belleza,Beauty,Beauty,,
masajistas en bogota,masseurs in bogota,Salud,,,,
portatil usado,used laptop,Computación,Home & Living,,,
el patron cápsulas,the capsule pattern,Salud,Automobiles,Health,Health,
ollas arroceras,rice cookers,Electrodomésticos,,Home Appliance,,
apartamentos amoblados en medellin,furnished apartments in medellin,Others,,,,
precio de un balon de futbol,price of a soccer ball,Deportes y Fitness,,,,
apartaestudio cartagena,studio apartment cartagena,Others,,,,
precios de televisores de 42 pulgadas,42 inch tv prices,Electrónica,,,,
mirrapel,mirrapel,Mascotas,Pets,Pets,Pets,
cocinas electricas haceb,Haceb electric stoves,Hogar y Vida,,,,
luces para piscina,pool lights,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
apartamento amoblado bogota,furnished apartment bogota,Others,,,,
lavadora centrales precio,central washing machine price,Electrodomésticos,,,,
adifonos gamer,gamer headphones,Computación,Mobile & Gadgets,,,
relojes curren,curren watches,Joyas y Relojes,Jewelry & Watches,Jewelry & Watches,,
alacena de cocina,kitchen cupboard,Hogar y Vida,,Home & Living,,
celular motorola,motorola cell phone,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,,
bolsos macoly,macoly bags,Others,,,,
likeme,like me,Hogar y Vida,Home & Living,Men Clothes,Men Clothes,
xxx con niñas,xxx with girls,Ropa de Mujer,,,,
iphone 12 pro max,iphone 12 pro max,Celulares y Gadgets,,Mobile & Gadgets,,
xtz 150,xtz 150,Accesorios para Vehículos,Motorcycles,Automobiles,Automobiles,
apartaestudios en arriendo bogota,studio apartments for rent bogota,Others,,,,
nevera apartamentera,apartment fridge,Electrodomésticos,,Automobiles,Automobiles,
akt cr4,akt cr4,Others,Motorcycles,Motorcycles,Motorcycles,
boletas daddy yankee bogota 2022,daddy yankee bogota tickets 2022,Others,,,,
pendrive,pendrive,Computación,Computing,Computing,,
silla para bebe,baby chair,Madre y Bebé,Toys & Hobbies,Mom & Baby,,
cojín decorativo,decorative cushion,Hogar y Vida,,Home & Living,,
psp precio,psp price,Videojuegos,,,,
barra para hacer ejercicio,exercise bar,Deportes y Fitness,,Sports & Fitness,,
traker,tracker,Accesorios para Vehículos,Mobile & Gadgets,Mobile & Gadgets,,
podofilina precio,podophyllin price,Celulares y Gadgets,,,,
protector solar con color,tinted sunscreen,Belleza,Fashion Accessories,,,
carros usados barranquilla,used cars barranquilla,Others,,,,
oversize,oversize,Ropa de Hombre,Women Clothes,Women Clothes,,
cañas de pescar,fishing rods,Deportes y Fitness,Sports & Fitness,Sports & Fitness,,
logan renault,logan renault,Accesorios para Vehículos,Automobiles,Automobiles,Computers & Accessories,
buzos para hombre,divers for men,Ropa de Hombre,Jewelry & Watches,Mobile & Gadgets,,
explora maletas,explore suitcases,Viajes y Equipaje,Travel & Luggage,Travel & Luggage,Travel & Luggage,
minecraft gratis,free minecraft,Juguetes y Hobbies,,Travel & Luggage,Travel & Luggage,
compra venta de motos medellin,Buying and selling motorcycles in Medellin,Hogar y Vida,,,,
cocinas integrales en remate,integral kitchens for sale,Hogar y Vida,,,,
epson colombia,Epson Colombia,Computación,,,,
garrafa de aguardiente,bottle of brandy,Alimentos y Bebidas,,,,
apartaestudio barranquilla,studio apartment barranquilla,Others,,,,
xiaomi 9s,xiaomi 9s,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,,
calcomanias para motos,decals for motorcycles,Accesorios para Vehículos,,Vehicle Accessories,,
play mods,play mods,Videojuegos,,,,
reloj rolex,rolex watch,Joyas y Relojes,Home & Living,Jewelry & Watches,,
yz 450,yz 450,Accesorios para Vehículos,Motorcycles,Motorcycles,,
asador electrico universal,universal electric rotisserie,Electrodomésticos,,,,
reloj swatch,swatch watch,Joyas y Relojes,,Jewelry & Watches,,
culitos,little asses,Alimentos y Bebidas,Men Shoes,Men Shoes,Men Shoes,
umbrella protector solar,umbrella sunscreen,Hogar y Vida,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
radio para carros,car radio,Accesorios para Vehículos,Vehicle Accessories,Vehicle Accessories,,
precio del iphone 14 pro max en colombia,price of iphone 14 pro max in colombia,Celulares y Gadgets,,,,
compresores para pintar,compressors for painting,Hogar y Vida,Home & Living,Home & Living,,
waflera holstein,holstein waffle maker,Electrodomésticos,Home Appliances,Home Appliances,Home Appliances,Home Appliances
compra y venta de motos medellin,Buying and selling motorcycles in Medellin,Others,,,,
airpods pro 2,airpods pro 2,Celulares y Gadgets,Mobile & Gadgets,,,
royal prestige colombia precios,royal prestige colombia prices,Hogar y Vida,,,,
camiones foton,foton trucks,Accesorios para Vehículos,Automobiles,Automobiles,Automobiles,Automotive
prepagos sogamoso,prepaid sogamoso,Others,,,,
kdrops,kdrops,Belleza,Health,Health,Health,Health & Wellness
jabon intimo para hombres,intimate soap for men,Belleza,Men Clothes,Men Clothes,Men Clothes,Men's Wear
llavero personalizado,personalized keychain,Accesorios de Moda,Jewelry & Watches,Home & Living,,
maquinas de afeitar electricas,electric razors,Belleza,Beauty,Beauty,,
remates apartamentos bogota,Bogota apartment auctions,Others,,,,
televisores samsung,Samsung TVs,Electrónica,,Electronics,,
realme,really,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,,
herbal essences,herbal essences,Belleza,Health,Health,,
anemidox,anemidox,Salud,Health,Health,Health,Health & Wellness
juvenil zapatillas nike 2020 mujer,youth nike sneakers 2020 women,Calzado de Mujer,,,,
idealica precio,ideal price,Others,,,,
pulsar n160,press n160,Accesorios para Vehículos,Motorcycles,Motorcycles,Motorcycles,
teclado ergonomico,ergonomic keyboard,Computación,Computing,Computing,,
worlde,world,Hogar y Vida,Toys & Hobbies,Toys & Hobbies,,
iphone 12 pro max 256gb,iphone 12 pro max 256gb,Celulares y Gadgets,Computers & Accessories,Computers & Accessories,Computers & Accessories,Computers & Peripherals
lenceria para hombre,men's lingerie,Ropa de Hombre,Men Clothes,Men Clothes,,
compu,computer,Electrónica,,Computing,,
steam deck colombia,steam deck colombia,Videojuegos,,,,
honor x7a,honor x7a,Celulares y Gadgets,,Mobile & Gadgets,Mobile & Gadgets,
hisense tv,hisense tv,Electrónica,,Electronics,,
prepagos en barrancabermeja,prepaid in barrancabermeja,Others,,,,
gatorade precio,gatorade price,Others,,,,
taza de cafe,cup of coffee,Hogar y Vida,,Home & Living,,
bmw 310 gs,BMW 310GS,Others,Vehicle Accessories,Vehicle Accessories,,
xiaomi poco x5 pro,xiaomi poco x5 pro,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
samsung galaxy a24,samsung galaxy a24,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
prepagos en envigado,prepaid in envigado,Others,,,,
gorra coach,coach cap,Accesorios de Moda,Fashion Accessories,Fashion Accessories,,
nmax 2024,nmax 2024,Accesorios para Vehículos,Motorcycles,Motorcycles,Motorcycles,
play 5 slim,play 5 slim,Videojuegos,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
cognos omnilife,cognos omnilife,Hogar y Vida,Cameras & Drones,Cameras & Drones,Cameras & Drones,
ventilador de cuello,neck fan,Electrodomésticos,Home Appliance,Home Appliance,,
sombrero san patricio,St. Patrick's hat,Accesorios de Moda,Fashion Accessories,Fashion Accessories,Men Clothes,
lampara de tulipanes,tulip lamp,Hogar y Vida,,Home & Living,,
tenis adidas mujer 2023,adidas women's tennis shoes 2023,Calzado de Mujer,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
cuadros decorativos,decorative paintings,Hogar y Vida,,Home & Living,,
vitalvigor,vitalvigor,Salud,,,,
dinosaurio za za za,dinosaur za za za,Hogar y Vida,Hobbies & Collections,Hobbies & Collections,Hobbies & Collections,Hobbies & Books
google pixel 6 pro,google pixel 6 pro,Electrónica,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
escorts bucaramanga,escorts bucaramanga,Others,,,,
regalos dia del padre,Father's Day Gifts,Others,Watches,Hobbies & Collections,Hobbies & Collections,
remates judiciales,judicial auctions,Others,Home & Living,Home & Living,Home & Living,Home & Living
h2r,h2r,Others,Home & Living,Toys & Hobbies,,
velez outlet,velez outlet,Ropa de Mujer,,,,
camisetas selección colombia 2024,Colombia national team jerseys 2024,Deportes y Fitness,Fashion Accessories,Fashion Accessories,Fashion Accessories,Jewellery & Accessories
cerveza guinness,guinness beer,Alimentos y Bebidas,Home & Living,Mobile & Gadgets,Mobile & Gadgets,
similac 1 precio,similac 1 price,Others,,,,
samsung s21 precio,samsung s21 price,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
reloj samsung,samsung watch,Joyas y Relojes,,Mobile & Gadgets,,
air tag,air tag,Celulares y Gadgets,Home & Living,Mobile & Gadgets,,
cama,bed,Hogar y Vida,Home & Living,Home & Living,,
mueble tv,tv cabinet,Hogar y Vida,,Toys & Hobbies,,
sofa reclinable,recliner sofa,Hogar y Vida,Health,Home & Living,,
barbie,Barbie,Juguetes y Hobbies,,Toys & Hobbies,,
herz & herz medicamento precio colombia,herz & herz medicine price colombia,Salud,,,,
máquina para hacer hielo,ice making machine,Electrodomésticos,Home Appliances,,,
cinta doble faz 3m,3m double sided tape,Papelería,Home & Living,Home & Living,Home & Living,Home & Living
vistosa manta de lana tejida,colorful woven wool blanket,Hogar y Vida,,,,
sdd,sdd,Computación,Computing,Computing,,
candado con alarma para moto,motorcycle alarm lock,Accesorios para Vehículos,Home & Living,Vehicle Accessories,,
acido salicilico,salicylic acid,Belleza,Vehicle Accessories,Beauty,,
sillon barbero,barber chair,Belleza,,,,
comedor ahorrador de espacio,space saving dining room,Hogar y Vida,Home & Living,,,
bateria musical,musical drum,Juguetes y Hobbies,,Toys & Hobbies,,
ipad 9,ipad 9,Computación,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
galaxy s20 fe,galaxy s20 fe,Celulares y Gadgets,,Mobile & Gadgets,,
cr7ine,cr7ine,Salud,Health,Health,Health,Health & Wellness
bandas inteligentes,smart bands,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,,
filtros de agua repuestos,water filters replacement parts,Electrodomésticos,Home Appliances,,,
maletines totto,totto briefcases,Bolsas de Hombre,,Women Bags,,
impresora de carnets,card printer,Papelería,,,,
lash lift,lash lift,Belleza,Travel & Luggage,Beauty,,
ollas de acero quirurgico,surgical steel pots,Electrodomésticos,Home & Living,Home & Living,Home Appliances,
iwalk pro precio colombia,iwalk pro price colombia,Deportes y Fitness,,,,
maletas de mano para viajar,carry-on bags for travelling,Viajes y Equipaje,Pets,Pets,Pets,
almohada memory foam,memory foam pillow,Hogar y Vida,Home & Living,Home & Living,,
encubadora de pollos,chicken incubator,Mascotas,Pets,Pets,Pets,
tendedero de piso,floor clothesline,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
ddj 400,ddj 400,Electrónica,-,,,
xiaomi redmi note 11 pro,xiaomi redmi note 11 pro,Celulares y Gadgets,Mobile & Gadgets,,,
audifonos inalambricos xiaomi,xiaomi wireless headphones,Celulares y Gadgets,,Mobile & Gadgets,,
satrack gps,Satrack GPS,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
duchas para baño,showers for bathroom,Hogar y Vida,Home & Living,Home & Living,,
dildo,dildo,Juguetes y Hobbies,Health,Health,,
mazda 323,Mazda 323,Accesorios para Vehículos,,Vehicle Accessories,,
txl 2022,txl 2022,Accesorios para Vehículos,Automobiles,Sports & Outdoors,Sports & Outdoors,
bicicletas de ruta,road bikes,Deportes y Fitness,,Sports & Fitness,,
comprar colombia,buy colombia,Platform Terms (Mercado/Shopee),,,,
gato siames precio,siamese cat price,Mascotas,,,,
iphone 7 plus precio,iphone 7 plus price,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
cancha de futbol,soccer field,Deportes y Fitness,Home & Living,Toys & Hobbies,,
gato bengali precio,bengali cat price,Mascotas,,,,
picatodo,chopped food,Electrodomésticos,,Home & Living,,
keratina recamier precio,keratin recamier price,Belleza,,,,
memoria ram 8gb,8gb ram memory,Computación,Computing,Computing,,
svartpilen 200,black pile 200,Accesorios para Vehículos,Motorcycles,Motorcycles,Motorcycles,
san bernardo precio,saint bernard price,Mascotas,,,,
licuadora samurai optimix plus,samurai optimix plus blender,Electrodomésticos,Home Appliances,Home Appliances,Home Appliances,Home Appliances
