Keyword,en_Keyword,Category,imp_level1_category_1d,pv_level1_category_1d,order_level1_category_1d,sg_category
yo antes de ti,me before you,Libros y Revistas,Hobbies & Collections,Beauty,Beauty,
trupan sodimac,trupan sodimac,Others,,,,
iphone 11 128 gb,iphone 11 128gb,Celulares y Gadgets,Mobile & Gadgets,,,
mac cosmetics,mac cosmetics,Belleza,Beauty,Beauty,Beauty,Beauty & Personal Care
dsodimac,dsodimac,Others,,,,
nivelador de piso,floor leveler,Hogar y Vida,Home & Living,Home & Living,,
iphone 11 precio,iphone 11 price,Celulares y Gadgets,Mobile & Gadgets,Audio,Audio,
zapatillas basquetbol,basketball shoes,Deportes y Fitness,Sports & Fitness,,,
lámparas colgantes,hanging lamps,Hogar y Vida,Home & Living,,,
zenitsu,Zenitsu,Juguetes y Hobbies,,Toys & Hobbies,,
arriendos puerto montt,Puerto Montt rentals,Hogar y Vida,,,,
botines mujer paris,women's paris ankle boots,Calzado de Mujer,,,,
mym,mym,Alimentos y Bebidas,Beauty,,,
arriendo de andamios,scaffolding rental,Hogar y Vida,,,,
mochila doite,doite backpack,Deportes y Fitness,,,,
enceradoras,waxers,Hogar y Vida,Home & Living,,,
carolina reaper,carolina reaper,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
365 dias libro,365 days book,Libros y Revistas,Stationery,Stationery,Stationery,
led,led,Hogar y Vida,Home & Living,Home & Living,,
internit sodimac,sodimac internet,Others,,,,
vanitorio baño,bathroom vanity,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
freezer vertical oferta,vertical freezer offer,Electrodomésticos,,,,
cornisas,cornices,Others,Baby & Kids Fashion,Hobbies & Collections,Hobbies & Collections,
bicicleta oxford,oxford bike,Deportes y Fitness,Sports & Fitness,Sports & Fitness,,
aodimac,aodimac,Others,,,,
samsung galaxy watch 4,samsung galaxy watch 4,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
perfil cuadrado 75x75x3,square profile 75x75x3,Others,,,,
colecho bebesit,co-sleeping babies,Madre y Bebé,,,,
longboard,longboard,Deportes y Fitness,,Sports & Fitness,,
chancho chino,Chinese pig,Alimentos y Bebidas,,,,
huawei p30 lite,huawei p30 lite,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,,
whey protein gold standard,whey protein gold standard,Deportes y Fitness,,,,
taladro magnetico,magnetic drill,Hogar y Vida,Home & Living,,,
la purga disfras,the purge costumes,Juguetes y Hobbies,,,,
gold standard whey,gold standard whey,Salud,Health,Health,Health,Health & Wellness
bucaneras largas,long buccaneers,Calzado de Mujer,Women Clothes,Baby & Kids Fashion,Baby & Kids Fashion,
postformado,postforming,Hogar y Vida,,,,
bajo faldas,under skirts,Ropa de Mujer,Women Clothes,Women Clothes,Women Clothes,Women's Apparel
aros para bebe,baby hoops,Joyas y Relojes,Mom & Baby,Mom & Baby,Mom & Baby,"Toys, Kids & Babies"
escortchile,escortchile,Hogar y Vida,,,,
elden ring ps4,elden ring ps4,Videojuegos,Men Clothes,Men Clothes,Men Clothes,Men's Wear
herramienta multiusos,multi-tool,Hogar y Vida,Home & Living,,,
maceteros de madera,wooden planters,Hogar y Vida,Home & Living,Home & Living,,
billeteras victorinox,victorinox wallets,Bolsas de Hombre,,,,
interruptor termomagnetico,thermal magnetic switch,Hogar y Vida,Home Appliances,Home Appliances,Home Appliances,Home Appliances
cobertizos de madera con luces,wooden sheds with lights,Hogar y Vida,,,,
acrilicos,acrylics,Hogar y Vida,Beauty,Beauty,,
arriendo departamento temuco,apartment for rent in temuco,Hogar y Vida,,,,
termofusion,thermofusion,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
cubre piscina,pool cover,Hogar y Vida,Home & Living,Sports & Fitness,,
organizadores de plastico,plastic organizers,Hogar y Vida,Home & Living,Home & Living,,
esprit chile,spirit of chile,Ropa de Mujer,,,,
amarres de amor,love ties,Hogar y Vida,Men Clothes,Men Clothes,Men Clothes,Men's Wear
receiver technics,receiver techniques,Electrónica,Toys & Hobbies,Toys & Hobbies,,
blue label,blue label,Alimentos y Bebidas,Women Clothes,Stationery,Stationery,
verisure,verisure,Hogar y Vida,,,,
arriendo de cabañas en el quisco,cabin rentals at the kiosk,Hogar y Vida,,,,
microfono espia,spy microphone,Electrónica,Electronics,Mobile & Gadgets,,
celulares para adulto mayor,cell phones for seniors,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
pintores de casas,house painters,Others,,,,
fifa 23 ps4,fifa 23 ps4,Videojuegos,,Gaming & Consoles,Gaming & Consoles,
amarres plastico,plastic ties,Hogar y Vida,,,,
chaquetas cuero hombre,men's leather jackets,Ropa de Hombre,Men Clothes,Men Clothes,,
chapa para porton,plate for gate,Hogar y Vida,Mobile & Gadgets,Beauty,Beauty,
xerjoff naxos,xerjoff naxos,Belleza,,,,
escritorios niñas,girls desks,Hogar y Vida,Hobbies & Collections,Mom & Baby,Mom & Baby,
simi fibra,simi fiber,Hogar y Vida,Beauty,Computers & Accessories,Computers & Accessories,
corderito mujer,little lamb woman,Ropa de Mujer,Men Clothes,Women Clothes,Men Clothes,
maquina de boxeo musical,musical boxing machine,Deportes y Fitness,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
masajes centro santiago,massages center santiago,Salud,,,,
plancha de zinc 3.66,zinc plate 3.66,Hogar y Vida,,,,
bolsas de regalo,gift bags,Hogar y Vida,Home & Living,Vehicle Accessories,,
internit 6mm,internit 6mm,Hogar y Vida,,,,
zapatillas aeropostale,aeropostale sneakers,Calzado de Hombre,Men Shoes,Baby & Kids Fashion,Baby & Kids Fashion,
capa para la lluvia,rain cape,Hogar y Vida,Baby & Kids Fashion,Pets,Pets,
bateria niño,child drummer,Madre y Bebé,Pets,Toys & Hobbies,,
takis azules chile,blue takis chile,Alimentos y Bebidas,,,,
coche maleta,suitcase car,Madre y Bebé,Stationery,Mom & Baby,Mom & Baby,
televisores baratos,cheap televisions,Others,Home Appliances,Home Appliances,Home Appliances,Home Appliances
fruna,frun,Alimentos y Bebidas,Food & Beverages,Food & Beverages,Food & Beverages,Food & Beverages
esquineros metalicos,metal corner pieces,Hogar y Vida,Mom & Baby,Mom & Baby,Mom & Baby,"Toys, Kids & Babies"
innerx,innerx,Salud,Hobbies & Collections,Hobbies & Collections,Hobbies & Collections,Hobbies & Books
falso de cueca,fake cueca,Ropa de Hombre,Women Clothes,Women Clothes,Women Clothes,Women's Apparel
tejos de rayuela,hopscotch quoits,Deportes y Fitness,Hobbies & Collections,Mom & Baby,Hobbies & Collections,
construplaza,construplaza,Hogar y Vida,,,,
sitios,sites,Hogar y Vida,Fashion Accessories,Baby & Kids Fashion,Baby & Kids Fashion,
soundcore space q45,soundcore space q45,Electrónica,Audio,Audio,Audio,
barbie embarazada,pregnant barbie,Juguetes y Hobbies,Toys & Hobbies,,,
block h10,block h10,Deportes y Fitness,,,,
toyota supra hot wheels,toyota supra hot wheels,Juguetes y Hobbies,Hobbies & Collections,Hobbies & Collections,Hobbies & Collections,Hobbies & Books
loncheras bubba,bubba lunch boxes,Bolsas de Mujer,Home & Living,Home & Living,Home & Living,Home & Living
juego de loza 30 piezas oferta,30-piece china set offer,Hogar y Vida,,,,
remate de ceramicas para piso,ceramic floor finish,Hogar y Vida,,,,
biolica dr simi,biolica dr simi,Libros y Revistas,,,,
sonny angel,sonny angel,Hogar y Vida,Hobbies & Collections,Hobbies & Collections,Mom & Baby,
nike panda,nike panda,Deportes y Fitness,Men Shoes,,,
s23,s23,Celulares y Gadgets,Mobile & Gadgets,Men Clothes,Men Clothes,
flores eternas,eternal flowers,Hogar y Vida,Home & Living,,,
cigarros gift,gift cigars,Hogar y Vida,Stationery,Stationery,Stationery,
blox fruits,blox fruits,Juguetes y Hobbies,Mom & Baby,Mom & Baby,Stationery,
lenga outdoor,outdoor beech,Ropa de Hombre,,,,
rainbow friends red,rainbow friends red,Juguetes y Hobbies,Mom & Baby,Men Clothes,Men Clothes,
parches para granos,patches for pimples,Belleza,Fashion Accessories,Beauty,Fashion Accessories,
pipeño por mayor,wholesale pipeño,Alimentos y Bebidas,,,,
rhaenyra targaryen,rhaenyra targaryen,Juguetes y Hobbies,Women Clothes,Baby & Kids Fashion,Women Clothes,
cloud ariana grande,cloud ariana grande,Belleza,Beauty,Beauty,Beauty,Beauty & Personal Care
cyber day 2024 chile,cyber day 2024 chile,Others,,,,
peluches de skibidi toilet,skibidi toilet stuffed animals,Juguetes y Hobbies,Mom & Baby,Mom & Baby,Mom & Baby,"Toys, Kids & Babies"
invictus victory,invictus victory,Belleza,Beauty,Beauty,Beauty,Beauty & Personal Care
xiaomi redmi note 8,xiaomi redmi note 8,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,,
escort curicó,escort curico,Hogar y Vida,,,,
samsung a53 precio,samsung a53 price,Others,,,,
xiaomi mi 11t pro,xiaomi mi 11t pro,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
fotos de nezuko,nezuko pictures,Juguetes y Hobbies,Hobbies & Collections,Hobbies & Collections,Hobbies & Collections,Hobbies & Books
pasamontañas,balaclava,Accesorios de Moda,Sports & Fitness,Fashion Accessories,,
nike mercurial,nike mercurial,Deportes y Fitness,Sports & Fitness,Sports & Fitness,Sports & Fitness,
mesa de pool,pool table,Hogar y Vida,Sports & Fitness,,,
pistola de clavos,nail gun,Hogar y Vida,Home & Living,Home & Living,,
estufa a gas,gas stove,Hogar y Vida,Home & Living,,,
comedor 6 sillas,dining room 6 chairs,Hogar y Vida,Home & Living,,,
container usados,used containers,Hogar y Vida,,,,
cama de transicion,transition bed,Hogar y Vida,Mom & Baby,,,
papel kraft,kraft paper,Papelería,Home & Living,Home & Living,Home & Living,Home & Living
balanza digital,digital scale,Hogar y Vida,Home & Living,,,
citofono,intercom,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
bandera chilena,Chilean flag,Hogar y Vida,Men Clothes,Men Clothes,Men Clothes,Men's Wear
cava de vinos,wine cellar,Electrodomésticos,Home & Living,,,
sensor de retroceso,reverse sensor,Accesorios para Vehículos,,Vehicle Accessories,,
navaja de afeitar,razor,Belleza,Beauty,Beauty,,
juego de baño,bathroom set,Hogar y Vida,Home & Living,Home & Living,,
vanitorios,vanities,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
laucha electrica,electric mouse,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
metalofono cromatico 25 notas,25 note chromatic metallophone,Juguetes y Hobbies,Hobbies & Collections,Hobbies & Collections,Hobbies & Collections,Hobbies & Books
poleras estampadas,printed t-shirts,Ropa de Hombre,Women Clothes,Women Clothes,Women Clothes,Women's Apparel
mouse ergonomico,ergonomic mouse,Computación,,Computing,,
aspiradora para auto,car vacuum cleaner,Accesorios para Vehículos,Vehicle Accessories,Vehicle Accessories,,
silla mecedora bebe,baby rocking chair,Madre y Bebé,,Mom & Baby,,
porta bicicleta,bike rack,Deportes y Fitness,Sports & Fitness,Mom & Baby,,
parka mujer impermeable,women's waterproof parka,Ropa de Mujer,Women Clothes,Women Clothes,Women Clothes,Women's Apparel
minicomponente sony,sony mini component,Electrónica,Audio,Audio,Audio,
casas en venta,houses for sale,Hogar y Vida,Toys & Hobbies,,,
shields zapatillas,shields sneakers,Calzado de Hombre,Men Shoes,Fashion Accessories,,
samsung s21,samsung s21,Celulares y Gadgets,,Mobile & Gadgets,,
calleras,calluses,Deportes y Fitness,Baby & Kids Fashion,,,
pelota de voleibol,volleyball ball,Deportes y Fitness,Sports & Fitness,,,
camaras espias pequeñas,small spy cameras,Electrónica,Cameras & Drones,Cameras & Drones,Mobile & Gadgets,
fogon a gas,gas stove,Deportes y Fitness,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
valor malla acma,acma mesh value,Hogar y Vida,,,,
jugueteria santiago,Santiago toy store,Juguetes y Hobbies,,,,
videoportero,video intercom,Hogar y Vida,Cameras & Drones,Computers & Accessories,Computers & Accessories,
mascara del juego del calamar,squid game mask,Juguetes y Hobbies,Health,Health,,
iphone 11 morado,iphone 11 purple,Celulares y Gadgets,,Mobile & Gadgets,,
www.almacenes paris.cl,www.almacenesparis.cl,Others,,,,
sierra circular bauker,bauker circular saw,Hogar y Vida,,,,
cargador samsung tipo c,samsung type c charger,Celulares y Gadgets,Mobile & Gadgets,,,
casas prefabricadas valores,prefabricated houses prices,Others,,,,
medidor de ph,ph meter,Hogar y Vida,Home & Living,Home & Living,,
radio cd,radio cd,Electrónica,Vehicle Accessories,,,
bases para cama 2 plazas,bases for double beds,Hogar y Vida,,,,
sifon lavamanos,sink siphon,Hogar y Vida,Automobiles,Automobiles,Automobiles,Automotive
etiquetas para ropa,clothing labels,Papelería,Stationery,Stationery,,
galon de pintura,gallon of paint,Hogar y Vida,Home & Living,,,
volante logitech,logitech steering wheel,Computación,Vehicle Accessories,,,
botella keep,keep bottle,Deportes y Fitness,Home & Living,Travel & Luggage,Travel & Luggage,
sillon columpio terraza,terrace swing chair,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
budas,buddhas,Accesorios de Moda,Home & Living,Home & Living,,
mitsubishi lancer,mitsubishi lancer,Accesorios para Vehículos,Vehicle Accessories,Vehicle Accessories,,
trotadoras baratas,cheap treadmills,Deportes y Fitness,,,,
ensure advance precio,ensure advance price,Salud,,,,
prunex,prunex,Salud,Health,Health,Health,Health & Wellness
picadora de alimentos,food chopper,Electrodomésticos,Home & Living,Home & Living,Home Appliances,
linterna,flashlight,Deportes y Fitness,Home & Living,Home & Living,,
bicimoto chile,chilean bike,Accesorios para Vehículos,,,,
toldos impermeables,waterproof awnings,Hogar y Vida,Home & Living,,,
arrimos,we support ourselves,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
taladro inalambrico makita,makita cordless drill,Hogar y Vida,Home & Living,,,
ionizador solar para piscina,solar pool ionizer,Hogar y Vida,Home Appliances,Home Appliances,Home & Living,
outlet del cafe,coffee outlet,Alimentos y Bebidas,,,,
jbalvin zapatillas,jbalvin sneakers,Deportes y Fitness,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
pistola burbujas,bubble gun,Juguetes y Hobbies,Toys & Hobbies,Toys & Hobbies,,
andador,walker,Madre y Bebé,Baby & Kids Fashion,Toys & Hobbies,,
sabanas cannon 2 plazas,cannon sheets 2 seats,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
notebook acer,acer notebook,Computación,Computing,,,
conjunto deportivo mujer,women's sports set,Ropa de Mujer,Sports & Fitness,Women Clothes,,
sillon cama 2 plazas,2 seater sofa bed,Hogar y Vida,,,,
viga 2x8,2x8 beam,Hogar y Vida,,,,
cyberday celulares,cyberday cell phones,Celulares y Gadgets,,,,
mesa sodimac,sodimac table,Hogar y Vida,,,,
zapatillas lippi mujer,lippi women's sneakers,Calzado de Mujer,Women Shoes,Women Shoes,Women Shoes,Women's Shoes
juegos de living en oferta,living room sets on sale,Hogar y Vida,,,,
chaqueta de mezclilla mujer,women's denim jacket,Ropa de Mujer,Women Clothes,,,
loza,crockery,Hogar y Vida,Home & Living,,,
arnes perro,dog harness,Mascotas,Pets,Pets,,
cafetera electrica,electric coffee maker,Electrodomésticos,Home Appliance,Home & Living,,
tazas personalizadas,personalized mugs,Hogar y Vida,Home & Living,Home & Living,,
fiddler,fiddler,Electrónica,Fashion Accessories,,,
monomando lavaplatos,single-lever dishwasher mixer,Hogar y Vida,Home & Living,Home & Living,Home & Living,Home & Living
houm,home,Hogar y Vida,Fashion Accessories,Fashion Accessories,Fashion Accessories,Jewellery & Accessories
extintores,fire extinguishers,Accesorios para Vehículos,Toys & Hobbies,Toys & Hobbies,,
tester,tester,Hogar y Vida,,Home & Living,,
entradas dua lipa chile,dua lipa chile tickets,Others,,,,
pañales pampers,pampers diapers,Madre y Bebé,Mom & Baby,Mom & Baby,,
microfono,microphone,Electrónica,,Electronics,,
a51 samsung,a51 samsung,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,,
ampolleta rayovac led,Rayovac LED bulb,Hogar y Vida,,,,
pantalones impermeables,waterproof pants,Ropa de Hombre,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors,Sports & Outdoors
caja de te,tea box,Hogar y Vida,Home & Living,,,
merado libre,free market,Platform Terms (Mercado/Shopee),,,,Platform Terms (Lazada / Shopee)
steam deck chile,steam deck chile,Videojuegos,,,,
smart tv oferta,smart tv offer,Electrónica,,,,
lavadoras,washing machines,Electrodomésticos,Home & Living,Toys & Hobbies,,
alfombra sodimac,sodimac carpet,Hogar y Vida,,,,
ciber day,cyber day,Others,,Sports & Outdoors,Sports & Outdoors,
alimento para perros,dog food,Mascotas,Pets,,,
ventanas,windows,Madre y Bebé,Home & Living,,,
moto g9 plus,moto g9 plus,Celulares y Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
comedor sodimac,sodimac dining room,Others,,,,
cama full,full bed,Hogar y Vida,Home & Living,Home & Living,Sports & Outdoors,
lijadora,sander,Hogar y Vida,Home & Living,Home & Living,,
internit con diseño,internet with design,Hogar y Vida,,,,
comida de perro,dog food,Mascotas,Pets,,,
repelente para gatos,cat repellent,Mascotas,Home & Living,Home & Living,,
cama de perro,dog bed,Mascotas,Pets,Pets,,
zapatilla converse,converse sneaker,Calzado de Hombre,Men Shoes,Women Shoes,,
motobomba sodimac,sodimac motor pump,Others,,,,
lavaplatos doble sodimac,Sodimac double dishwasher,Others,,,,
masas play doh,play doh masses,Juguetes y Hobbies,Mom & Baby,Mom & Baby,Stationery,
sillones de cuero,leather armchairs,Hogar y Vida,Home & Living,,,
correpasillos,walker,Juguetes y Hobbies,Mom & Baby,,,
zapatilla negra mujer,black women's sneaker,Calzado de Mujer,Women Shoes,Men Shoes,,
batidoras kitchenaid chile,kitchenaid mixers chile,Electrodomésticos,,,,
a72 samsung,a72 samsung,Celulares y Gadgets,Mobile & Gadgets,,,
poleron polar mujer,women's polar fleece sweatshirt,Ropa de Mujer,Men Clothes,Women Clothes,Women Clothes,
huawei freebuds 4i,huawei freebuds 4i,Celulares y Gadgets,Mobile & Gadgets,,Mobile & Gadgets,
escalera plegable sodimac,sodimac folding ladder,Others,,,,
shopping,shopping,Others,Women Bags,Women Bags,,
valorant,valorant,Videojuegos,Men Clothes,Stationery,,
llantas aro 14 4x100,"14"" 4x100 rims",Accesorios para Vehículos,Vehicle Accessories,,,
mario party superstars,mario party superstars,Videojuegos,Gaming & Consoles,Gaming & Consoles,Gaming & Consoles,
conector rj45,rj45 connector,Computación,Computing,Computing,,
venon,venom,Juguetes y Hobbies,Beauty,Hobbies & Collections,Beauty,
citrato de magnesio,magnesium citrate,Salud,Health,Health,Health,Health & Wellness
camas plegables chile,folding beds chile,Hogar y Vida,,,,
peluche perro chocolo,chocolate dog stuffed animal,Juguetes y Hobbies,Mom & Baby,Mom & Baby,Mom & Baby,"Toys, Kids & Babies"
