Keyword,en_Keyword,Category,imp_level1_category_1d,pv_level1_category_1d,order_level1_category_1d,sg_category
nursing bra,nursing bra,Women's Clothing,Women Clothes,Women Clothes,Women Clothes,Women's Apparel
xiaomi redmi 8,xiaomi redmi 8,Mobile & Gadgets,Mobile & Accessories,Mobile & Accessories,,
lenovo i11 pro,lenovo i11 pro,Mobile & Gadgets,Mobile & Accessories,Mobile & Accessories,,
periuk nasi,rice cooker,Home Appliances,Home Appliances,Home Appliances,Home Appliances,Home Appliances
sinki dapur,kitchen sink,Home & Living,Home & Living,Home & Living,Home & Living,Home & Living
midou mask,midou mask,Health & Beauty,Health & Beauty,Health & Beauty,Health & Beauty,
foldable mattress malaysia,foldable malaysia mattress,Home & Living,,Home & Living,,
avent,advent,Baby & Toys,Baby & Toys,Baby & Toys,Baby & Toys,
1080ti,1080 ti,Computer & Accessories,Computer & Accessories,Computer & Accessories,,
logitech g29 malaysia,logitech g29 malaysia,Gaming & Consoles,Computer & Accessories,Computer & Accessories,,
econlite,econlite,Home & Living,Home & Living,Home & Living,,
smok malaysia,Malaysian smoke,Mobile & Gadgets,Mobile & Accessories,,,
ps3 games,ps3 games,Gaming & Consoles,Gaming & Consoles,Gaming & Consoles,Gaming & Consoles,
domdom malaysia,domdom malaysia,Health & Beauty,Fashion Accessories,Stationery,Stationery,
pak mat western kambing perap,pak mat western marinated goat,Groceries & Pets,Groceries & Pets,Groceries & Pets,Groceries & Pets,
klairs malaysia,Klairs Malaysia,Health & Beauty,,Health & Beauty,,
cakap ajuk cakap pindah,talk move talk move,Home & Living,Home & Living,Home & Living,,
logitech keyboard,logitech keyboard,Computer & Accessories,Computer & Accessories,Computer & Accessories,Computer & Accessories,
touch screen monitor,touch screen monitor,Computer & Accessories,Computer & Accessories,Computer & Accessories,,
aisys mom,aisys mom,Women's Clothing,Muslim Fashion,Women Clothes,,
ilbs,lbs,"Games, Books & Hobbies","Games, Books & Hobbies","Games, Books & Hobbies",,
veil nikah,wedding veil,Muslim Fashion,Fashion Accessories,Fashion Accessories,Muslim Fashion,
bata shoes,brick shoes,Men's Shoes,Women Shoes,Men Shoes,Men Shoes,
unifi router,unifi router,Computer & Accessories,Computer & Accessories,Computer & Accessories,Computer & Accessories,
susu snow,snow milk,Baby & Toys,Baby & Toys,Baby & Toys,,
maybelline sky high mascara,maybelline sky high mascara,Health & Beauty,Health & Beauty,Health & Beauty,Health & Beauty,
icon store free fire,icon store free fire,Gaming & Consoles,Women Shoes,Women Shoes,,
gelang roti bun,bun bread bracelet,Fashion Accessories,Fashion Accessories,Fashion Accessories,,
kek ejen ali,Ali's agent cake,Groceries & Pets,Home & Living,Home & Living,,
mi 10,noodles 10,Mobile & Gadgets,Mobile & Accessories,Mobile & Accessories,,
tayar motor murah,cheap motorcycle tires,Automotive,Automotive,Automotive,,
handphone murah bawah rm100,cheap mobile phones under rm100,Mobile & Gadgets,Mobile & Accessories,,,
dramaq,dramaq,Others,,"Games, Books & Hobbies",,
akso disposable pod,Akso disposable pods,Mobile & Gadgets,Mobile & Accessories,Mobile & Accessories,Mobile & Accessories,
adata su800,adata su800,Computer & Accessories,Computer & Accessories,Computer & Accessories,Computer & Accessories,
teruntuk langit yang bercanda,for the joking sky,"Games, Books & Hobbies","Games, Books & Hobbies","Games, Books & Hobbies","Games, Books & Hobbies",
vita milk,vita milk,Groceries & Pets,Groceries & Pets,,,
frunchie,Frenchie,Groceries & Pets,Groceries & Pets,Groceries & Pets,Groceries & Pets,
drama q,drama q,Others,Hobbies & Collections,Books & Magazines,Books & Magazines,
ikan bilis,anchovies,Groceries & Pets,Groceries & Pets,Groceries & Pets,Groceries & Pets,
saudagar kurma,date merchant,Groceries & Pets,Groceries & Pets,Groceries & Pets,Groceries & Pets,
airpod pro,airpods pro,Mobile & Gadgets,Mobile & Accessories,Mobile & Accessories,Mobile & Accessories,
sling bag for men,sling bag for men,Men's Bags & Wallets,Men's Bags & Wallets,Men's Bags & Wallets,Men's Bags & Wallets,
abib,Abib,Health & Beauty,Health & Beauty,Health & Beauty,Health & Beauty,
faucet tap,tap faucet,Home & Living,Home & Living,Home & Living,,
cable av tv,cable av tv,Computer & Accessories,Home Appliances,Home Appliances,,
headphone microphone,headphone microphone,Mobile & Gadgets,Mobile & Accessories,Mobile & Accessories,,
gelang emas coco sajat,coco sajat gold bracelet,Fashion Accessories,Fashion Accessories,Fashion Accessories,,
pery smith,Perry Smith,Home Appliances,Home Appliances,Home Appliances,,
bts mcd,bts mcd,"Games, Books & Hobbies",Others,"Games, Books & Hobbies",Others,
megan jewellery,megan jewelry,Fashion Accessories,Fashion Accessories,Fashion Accessories,,
hiasan dinding,wall decoration,Home & Living,Home & Living,Home & Living,Home & Living,Home & Living
hada labo hydrating lotion,hada labo hydrating lotion,Health & Beauty,Health & Beauty,Health & Beauty,Health & Beauty,
baju sexy,sexy clothes,Women's Clothing,Women Clothes,Women Clothes,,
samsung a31 price in malaysia,samsung a31 price in malaysia,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
asus rog phone 5,asus rog phone 5,Mobile & Gadgets,Mobile & Accessories,Mobile & Accessories,,
pasir kucing,cat litter,Groceries & Pets,Groceries & Pets,Groceries & Pets,Groceries & Pets,
cadbury chipsmore,cadbury chipsmore,Groceries & Pets,Groceries & Pets,Groceries & Pets,,
baju raya budak perempuan,Raya dress for girls,Muslim Fashion,Baby & Toys,Baby & Toys,Baby & Toys,
m4 ice,m4 ice,Gaming & Consoles,Automotive,"Games, Books & Hobbies",,
samsung fold 2,samsung fold 2,Mobile & Gadgets,Mobile & Accessories,Mobile & Accessories,,
softbox light,softbox light,Cameras & Drones,Cameras & Drones,Cameras & Drones,,
realme store,realme store,Mobile & Gadgets,Mobile & Accessories,Mobile & Accessories,,
iphone 12 charger,iphone 12 charger,Mobile & Gadgets,Mobile & Accessories,Mobile & Accessories,Mobile & Accessories,
magnum 4d,magnum 4d,Others,Others,Others,,
smeg fridges,Smeg fridges,Home Appliances,Home Appliances,,,
light solar,solar light,Home & Living,Home & Living,Home & Living,,
spa 9,spa 9,Health & Beauty,,Health & Beauty,,
bawang shampoo,onion shampoo,Health & Beauty,Health & Beauty,Health & Beauty,Health & Beauty,
huawei matebook d14,huawei matebook d14,Computer & Accessories,Computer & Accessories,Computer & Accessories,Computer & Accessories,
gelang emas roti bun,gold bracelet roti bun,Fashion Accessories,Fashion Accessories,Fashion Accessories,,
bag dior,dior bag,Women's Bags,Women's Bags,Women's Bags,,
ayam hutan,jungle fowl,Groceries & Pets,Groceries & Pets,Groceries & Pets,,
serbuk salted egg,salted egg powder,Groceries & Pets,Groceries & Pets,Groceries & Pets,,
oksigen ikan,fish oxygen,Groceries & Pets,Groceries & Pets,Groceries & Pets,Groceries & Pets,
zemvelo sacha inchi oil,நுர்கு sacha inchi oil,Health & Beauty,Health & Beauty,Health & Beauty,Health & Beauty,
wallpaper aesthetic,aesthetic wallpaper,Home & Living,Home & Living,Home & Living,,
sugoi dekai,sugoi dekai,Men's Clothing,Men Clothes,Computer & Accessories,,
iqoo neo 3,iqoo neo 3,Mobile & Gadgets,Mobile & Accessories,Mobile & Accessories,,
artificial flowers,artificial flowers,Home & Living,Home & Living,Home & Living,,
hk drama,hk drama,"Games, Books & Hobbies",Computer & Accessories,"Games, Books & Hobbies",,
butik peace,peace boutique,Muslim Fashion,Muslim Fashion,Muslim Fashion,,
oppo a76,oppo a76,Mobile & Gadgets,Mobile & Accessories,Mobile & Accessories,,
roller skating shoes,roller skating shoes,Sports & Outdoor,Sports & Outdoor,,,
uniform pandu puteri,princess uniform,Fashion Accessories,Women Clothes,Women Clothes,,
moka pot bialetti,Bialetti mocha pot,Home & Living,Home Appliances,Home Appliances,,
jersi kedah 2022,kedah jersey 2022,Sports & Outdoor,,Men Clothes,,
topokki halal,halal topokki,Groceries & Pets,Groceries & Pets,Groceries & Pets,Groceries & Pets,
myvi gear box,myvi gear box,Automotive,Automotive,Automotive,,
inflatable bubble wrap,inflatable bubble wrap,Home & Living,Home & Living,Home & Living,Home & Living,Home & Living
cuka hitam,black vinegar,Groceries & Pets,Groceries & Pets,Groceries & Pets,,
kyt full face helmet,kyt full face helmet,Automotive,Automotive,Automotive,,
night dress sexy,sexy night dress,Women's Clothing,Women Clothes,,,
10 x 10 canopy,10 x 10 canopy,Home & Living,Home & Living,Home & Living,,
toilet pvc door,toilet pvc door,Home & Living,Home & Living,,,
13 pro max,13 pro max,Mobile & Gadgets,Mobile & Accessories,,,
125zr hitam skala,125zr black scale,Automotive,Automotive,Automotive,,
alain delon malaysia,alain delon malaysia,Watches,,Men's Bags & Wallets,,
f50 brembo,f50 brembo,Automotive,Automotive,Automotive,,
nevoks feelin x,nevoks feelin x,Mobile & Gadgets,Mobile & Accessories,,,
g shock tapak kucing hitam,g shock black cat footprint,Watches,Watches,,,
callebaut chocolate,callebaut chocolate,Groceries & Pets,Groceries & Pets,Groceries & Pets,,
bt21,bt21,Women's Clothing,"Games, Books & Hobbies","Games, Books & Hobbies","Games, Books & Hobbies",
makmur gold,prosperous gold,Fashion Accessories,Fashion Accessories,Fashion Accessories,,
yes altitude 4,yes altitude 4,Mobile & Gadgets,Mobile & Accessories,Mobile & Accessories,,
extraordinary you,extraordinary you,"Games, Books & Hobbies","Games, Books & Hobbies","Games, Books & Hobbies",,
rak bunga,flower rack,Home & Living,Home & Living,Home & Living,Home & Living,Home & Living
rak kayu pallet dinding,wooden pallet wall shelf,Home & Living,,Home & Living,,
pinggan suku suku separuh,plate quarter quarter half,Home & Living,Home & Living,Home & Living,Home & Living,Home & Living
baju raya 2020,raya clothes 2020,Muslim Fashion,Muslim Fashion,Muslim Fashion,,
garena topup center malaysia,because of topup center malaysia,Gaming & Consoles,,,,
xiaomi redmi note 10,xiaomi redmi note 10,Mobile & Gadgets,Mobile & Accessories,Mobile & Accessories,,
basin taps,basin taps,Home & Living,Home & Living,Home & Living,,
frisolac step 2,frisolac step 2,Baby & Toys,Baby & Toys,Baby & Toys,Baby & Toys,
pakaian tradisional cina,traditional chinese clothing,Women's Clothing,Women Clothes,,,
cincin silver couple,silver couple ring,Fashion Accessories,Fashion Accessories,Fashion Accessories,Fashion Accessories,Jewellery & Accessories
pantiliners kotex,kotex pantiliners,Health & Beauty,,Health & Beauty,,
realme watch 2,realme watch 2,Mobile & Gadgets,Mobile & Accessories,Mobile & Accessories,,
note 20,Note 20,Mobile & Gadgets,Mobile & Accessories,Mobile & Accessories,,
spray gun sanitizer,spray gun sanitizer,Health & Beauty,Home Appliances,Home Appliances,Home Appliances,Home Appliances
oppai,oppai,Others,Men Clothes,Health & Beauty,,
minecraft pe,minecraft pe,Gaming & Consoles,Gaming & Consoles,Gaming & Consoles,,
gbd 100,gbd 100,Watches,Watches,Watches,,
kedas beauty,kedas beauty,Health & Beauty,Health & Beauty,Health & Beauty,Health & Beauty,
lazerlight,laserlight,Home & Living,Home Appliances,Home Appliances,Home Appliances,Home Appliances
minyak zaitun skinz,skinz olive oil,Health & Beauty,Health & Beauty,Health & Beauty,Health & Beauty,
aladdin pro bbox,aladdin pro bbox,Mobile & Gadgets,Mobile & Accessories,Mobile & Accessories,Mobile & Accessories,
rak pasu bunga kayu pallet,pallet wooden flower pot rack,Home & Living,Home & Living,Home & Living,,
jonker casing haus,jonker casing haus,Mobile & Gadgets,Mobile & Accessories,Mobile & Accessories,Mobile & Accessories,
fg 505,page 505,Automotive,Automotive,Automotive,,
doc martens malaysia,doc martens malaysia,Men's Shoes,,Men Shoes,,
english to malay dictionary,english to malay dictionary,"Games, Books & Hobbies","Games, Books & Hobbies","Games, Books & Hobbies",,
neelofa tudung,neelofa hood,Muslim Fashion,Muslim Fashion,,,
episor kkm,episor kkm,Health & Beauty,Health & Beauty,Health & Beauty,,
baju tie dye,tie dye shirt,Women's Clothing,Women Clothes,Women Clothes,,
instant tudung,instant hood,Muslim Fashion,Muslim Fashion,Muslim Fashion,,
samsung tablet malaysia price,samsung tablet malaysia price,Mobile & Gadgets,,,,
laptop with writing pad,laptop with writing pad,Computer & Accessories,Computer & Accessories,,,
galaxy note 20 ultra,galaxy note 20 ultra,Mobile & Gadgets,Mobile & Accessories,Mobile & Accessories,,
soket plug 3 pin,3 pin plug socket,Home & Living,Home & Living,,,
lombok 3 coway,Chilli 3 coway,Home Appliances,Home Appliances,Home Appliances,,
harga iphone 11,iPhone 11 price,Mobile & Gadgets,Mobile & Accessories,Mobile & Accessories,,
flasks,flasks,Home & Living,Home & Living,Home & Living,,
langsir dapur pendek,short kitchen curtains,Home & Living,Home & Living,Home & Living,,
lampu siling ruang tamu moden,modern living room ceiling lights,Home Appliances,Home & Living,Home & Living,,
xiaomi mi 11 ultra price in malaysia,xiaomi mi 11 ultra price in malaysia,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets,Mobile & Gadgets
nanowhite toner,nanowhite toner,Health & Beauty,Health & Beauty,Health & Beauty,Health & Beauty,
mi 11 ultra price in malaysia,mi 11 ultra price in malaysia,Mobile & Gadgets,Mobile & Accessories,,,
welding torches,welding torches,Home & Living,,Home & Living,,
silika gel,silica gel,Home & Living,Home & Living,Home & Living,Groceries & Pets,
jute bag malaysia,malaysian jute bag,Women's Bags,Women's Bags,Women's Bags,,
kotak untuk hidden hantaran,box for hidden delivery,Home & Living,,Home & Living,,
izana tokyo revengers,izana tokyo avengers,"Games, Books & Hobbies",Men Clothes,Fashion Accessories,,
xds bike,xds bike,Sports & Outdoor,Sports & Outdoor,Sports & Outdoor,,
sp2 pod,sp2 pod,Mobile & Gadgets,Mobile & Accessories,Mobile & Accessories,Mobile & Accessories,
rantai belut,eel chain,Fashion Accessories,Fashion Accessories,Fashion Accessories,,
hdmi converter to vga,hdmi converter to vga,Computer & Accessories,Computer & Accessories,Computer & Accessories,,
blender panasonic,Panasonic blender,Home Appliances,Home Appliances,Home Appliances,Home Appliances,Home Appliances
we tv,we tv,Computer & Accessories,Home Appliances,Computer & Accessories,,
lototo 4d,lotto 4d,Tickets & Vouchers,,,,
kerusi urut,massage chair,Home & Living,Home & Living,Health & Beauty,,
kerusi belajar,study chair,Home & Living,Home & Living,Home & Living,,
amway products,amway products,Health & Beauty,Health & Beauty,Health & Beauty,,
note 10 lite,note 10 lite,Mobile & Gadgets,Mobile & Accessories,Mobile & Accessories,,
ikan channa limbata,channa limbata fish,Groceries & Pets,Groceries & Pets,,,
cheongsam,cheongsam,Women's Clothing,Women Clothes,Women Clothes,Women Clothes,Women's Apparel
jovi,Jovi,Women's Bags,Home & Living,Women's Bags,,
天官赐福,天官赤福,"Games, Books & Hobbies","Games, Books & Hobbies","Games, Books & Hobbies",,
oat baby,Oat baby,Baby & Toys,Baby & Toys,Baby & Toys,Baby & Toys,
japan nipples,Japanese nipples,Others,Mom & Baby,Beauty,Mom & Baby,
sink kitchen cabinets,sink kitchen cabinets,Home & Living,Home & Living,,,
recafi furniture,recafi furniture,Home & Living,Home & Living,Home & Living,,
tutti fruitti,tutti fruitti,Gaming & Consoles,,Health & Beauty,,
nevoks feelin pod kit,nevoks feelin pod kit,Mobile & Gadgets,Mobile & Accessories,Computer & Accessories,,
izana,that's it,"Games, Books & Hobbies",Women Clothes,Men Clothes,,
it world,it world,Computer & Accessories,"Games, Books & Hobbies",Computer & Accessories,,
daughters of malaya,daughters of malaya,Health & Beauty,Health & Beauty,Health & Beauty,Health & Beauty,
pocophone f3,pocophone f3,Mobile & Gadgets,Mobile & Accessories,Mobile & Accessories,,
kkm approved test kit,kkm approved test kit,Health & Beauty,Health & Beauty,Health & Beauty,,
beautywise,beautywise,Health & Beauty,Health & Beauty,Health & Beauty,,
starbucks planner 2021 malaysia,starbucks planner 2021 malaysia,Home & Living,Home & Living,Home & Living,,
vivo x70 pro price in malaysia,vivo x70 pro price in malaysia,Mobile & Gadgets,,Mobile & Accessories,,
kpdn,kpdn,Others,Home & Living,,,
note 10 pro,note 10 pro,Mobile & Gadgets,Mobile & Accessories,Mobile & Accessories,,
petland cat food,petland cat food,Groceries & Pets,Groceries & Pets,Groceries & Pets,,
kad ucapan hari raya,holiday greeting card,Home & Living,Others,Home & Living,,
calorino,calorino,Women's Bags,Women's Bags,Women's Bags,,
buku teks matematik tingkatan 4,4th grade math textbook,"Games, Books & Hobbies","Games, Books & Hobbies","Games, Books & Hobbies",,
realme c12,realme c12,Mobile & Gadgets,Mobile & Accessories,Mobile & Accessories,,
babykiko,babykiko,Baby & Toys,Baby & Toys,Baby & Toys,,
hlovate,hlovate,"Games, Books & Hobbies","Games, Books & Hobbies","Games, Books & Hobbies",,
tuperware,tupperware,Home & Living,Home & Living,Home & Living,,
bath and body work,bath and body work,Health & Beauty,Health & Beauty,Health & Beauty,Health & Beauty,
blackpink the show tickets,blackpink the show tickets,Tickets & Vouchers,"Games, Books & Hobbies","Games, Books & Hobbies",,
note pad,note pad,Home & Living,Home & Living,Home & Living,,
frog hoodie,frog hoodie,Women's Clothing,Women Clothes,Women Clothes,,
boiboiboy,boiboiboy,"Games, Books & Hobbies",Baby & Toys,Baby & Toys,Home & Living,
wallpaper r,r wallpaper,Home & Living,Home & Living,Home & Living,,
fly gm,fly gm,Groceries & Pets,Home & Living,Home & Living,Home & Living,Home & Living
